MassCellNumber	 dP	 dr	 dL	 dT	 dPrescaled	 drrescaled	 dLrescaled	 dTrescaled	 P	 r	 L	 T
176  4.6146e+10  -3.97408e+09  8.36064e+33  -9190.81  4.6146e+10  -3.97408e+09  3.77192e+33  -9190.81  7.363e+11  2.58e+11  3.77192e+34  539800
177  4.45996e+10  -4.28951e+09  8.45729e+33  -9053.46  4.45996e+10  -4.28951e+09  3.80904e+33  -9053.46  7.083e+11  2.6e+11  3.80904e+34  531500
178  4.30163e+10  -4.62227e+09  8.54724e+33  -8885.61  4.30163e+10  -4.62227e+09  3.84553e+33  -8885.61  6.808e+11  2.62e+11  3.84553e+34  523200
179  4.16256e+10  -4.72783e+09  8.62533e+33  -8813.71  4.16256e+10  -4.72783e+09  3.87772e+33  -8813.71  6.553e+11  2.64e+11  3.87772e+34  515200
180  4.02427e+10  -3.8182e+09  8.70484e+33  -8728.72  4.02427e+10  -3.8182e+09  3.90967e+33  -8728.72  6.315e+11  2.67e+11  3.90967e+34  507600
181  3.89873e+10  -3.9533e+09  8.77439e+33  -8507.3  3.89873e+10  -3.9533e+09  3.94125e+33  -8507.3  6.082e+11  2.69e+11  3.94125e+34  500100
182  3.77234e+10  -4.10387e+09  8.84078e+33  -8457.58  3.77234e+10  -4.10387e+09  3.97205e+33  -8457.58  5.853e+11  2.71e+11  3.97205e+34  492400
183  3.64553e+10  -4.27254e+09  8.90012e+33  -8271.38  3.64553e+10  -4.27254e+09  4.00246e+33  -8271.38  5.628e+11  2.73e+11  4.00246e+34  484800
184  3.51863e+10  -4.45924e+09  8.95662e+33  -8146.15  3.51863e+10  -4.45924e+09  4.03249e+33  -8146.15  5.407e+11  2.75e+11  4.03249e+34  477100
185  3.40982e+10  -4.44066e+09  9.00443e+33  -8073.43  3.40982e+10  -4.44066e+09  4.05905e+33  -8073.43  5.202e+11  2.77e+11  4.05905e+34  469700
186  3.29751e+10  -4.43714e+09  9.04912e+33  -7951.51  3.29751e+10  -4.43714e+09  4.08524e+33  -7951.51  5.01e+11  2.79e+11  4.08524e+34  462700
187  3.19408e+10  -4.45078e+09  9.08727e+33  -7796.31  3.19408e+10  -4.45078e+09  4.11103e+33  -7796.31  4.822e+11  2.81e+11  4.11103e+34  455700
188  3.08976e+10  -4.48463e+09  9.12273e+33  -7700.2  3.08976e+10  -4.48463e+09  4.13644e+33  -7700.2  4.637e+11  2.83e+11  4.13644e+34  448600
189  2.9847e+10  -4.54024e+09  9.14949e+33  -7556.64  2.9847e+10  -4.54024e+09  4.16108e+33  -7556.64  4.455e+11  2.85e+11  4.16108e+34  441500
190  2.88906e+10  -4.61699e+09  9.17111e+33  -7365.41  2.88906e+10  -4.61699e+09  4.18572e+33  -7365.41  4.277e+11  2.87e+11  4.18572e+34  434400
191  2.79192e+10  -4.50162e+09  9.19009e+33  -7293.47  2.79192e+10  -4.50162e+09  4.20766e+33  -7293.47  4.11e+11  2.89e+11  4.20766e+34  427500
192  2.70958e+10  -4.40556e+09  9.19784e+33  -7138.77  2.70958e+10  -4.40556e+09  4.22884e+33  -7138.77  3.955e+11  2.91e+11  4.22884e+34  421000
193  2.6332e+10  -4.32873e+09  9.20374e+33  -7042.47  2.6332e+10  -4.32873e+09  4.25001e+33  -7042.47  3.803e+11  2.93e+11  4.25001e+34  414400
194  2.55286e+10  -4.27685e+09  9.20263e+33  -6896.48  2.55286e+10  -4.27685e+09  4.27081e+33  -6896.48  3.653e+11  2.95e+11  4.27081e+34  407800
195  2.47859e+10  -5.2817e+09  9.19035e+33  -6692.97  2.47859e+10  -5.2817e+09  4.29121e+33  -6692.97  3.506e+11  2.96e+11  4.29121e+34  401200
196  2.39874e+10  -5.07075e+09  9.17637e+33  -6583.72  2.39874e+10  -5.07075e+09  4.3093e+33  -6583.72  3.368e+11  2.98e+11  4.3093e+34  394800
197  2.32062e+10  -4.87933e+09  9.15842e+33  -6470.68  2.32062e+10  -4.87933e+09  4.32702e+33  -6470.68  3.239e+11  3e+11  4.32702e+34  388700
198  2.25372e+10  -4.71296e+09  9.1358e+33  -6308.07  2.25372e+10  -4.71296e+09  4.34472e+33  -6308.07  3.113e+11  3.02e+11  4.34472e+34  382600
199  2.18801e+10  -4.57164e+09  9.10299e+33  -6187.76  2.18801e+10  -4.57164e+09  4.36167e+33  -6187.76  2.989e+11  3.04e+11  4.36167e+34  376400
200  2.12345e+10  -4.45538e+09  9.06908e+33  -6110.99  2.12345e+10  -4.45538e+09  4.3786e+33  -6110.99  2.867e+11  3.06e+11  4.3786e+34  370100
201  2.05505e+10  -5.1997e+09  9.03081e+33  -5899.98  2.05505e+10  -5.1997e+09  4.39362e+33  -5899.98  2.752e+11  3.07e+11  4.39362e+34  364200
202  2.00056e+10  -4.93104e+09  8.99428e+33  -5862.44  2.00056e+10  -4.93104e+09  4.40864e+33  -5862.44  2.646e+11  3.09e+11  4.40864e+34  358400
203  1.94118e+10  -4.69117e+09  8.94318e+33  -5671.27  1.94118e+10  -4.69117e+09  4.42288e+33  -5671.27  2.541e+11  3.11e+11  4.42288e+34  352700
204  1.88118e+10  -5.50885e+09  8.88876e+33  -5517.91  1.88118e+10  -5.50885e+09  4.43713e+33  -5517.91  2.437e+11  3.12e+11  4.43713e+34  346900
205  1.83459e+10  -5.32151e+09  8.82979e+33  -5405.3  1.83459e+10  -5.32151e+09  4.45137e+33  -5405.3  2.336e+11  3.14e+11  4.45137e+34  341000
206  1.77211e+10  -4.96999e+09  8.77075e+33  -5237.97  1.77211e+10  -4.96999e+09  4.46369e+33  -5237.97  2.24e+11  3.16e+11  4.46369e+34  335400
207  1.72693e+10  -5.67508e+09  8.70834e+33  -5120.76  1.72693e+10  -5.67508e+09  4.47601e+33  -5120.76  2.152e+11  3.17e+11  4.47601e+34  330000
208  1.66851e+10  -5.37251e+09  8.63935e+33  -4949.24  1.66851e+10  -5.37251e+09  4.48794e+33  -4949.24  2.064e+11  3.19e+11  4.48794e+34  324600
209  1.61815e+10  -5.09715e+09  8.56775e+33  -4818.32  1.61815e+10  -5.09715e+09  4.49988e+33  -4818.32  1.978e+11  3.21e+11  4.49988e+34  319100
210  1.56747e+10  -5.70101e+09  8.49785e+33  -4713.43  1.56747e+10  -5.70101e+09  4.51027e+33  -4713.43  1.897e+11  3.22e+11  4.51027e+34  313800
211  1.52779e+10  -5.29647e+09  8.42285e+33  -4535.04  1.52779e+10  -5.29647e+09  4.52067e+33  -4535.04  1.822e+11  3.24e+11  4.52067e+34  308800
212  1.48846e+10  -4.91838e+09  8.34005e+33  -4399.64  1.48846e+10  -4.91838e+09  4.53068e+33  -4399.64  1.748e+11  3.26e+11  4.53068e+34  303700
213  1.44863e+10  -5.5968e+09  8.25536e+33  -4309.86  1.44863e+10  -5.5968e+09  4.54069e+33  -4309.86  1.675e+11  3.27e+11  4.54069e+34  298500
214  1.40418e+10  -5.10043e+09  8.17351e+33  -4127.11  1.40418e+10  -5.10043e+09  4.54954e+33  -4127.11  1.606e+11  3.29e+11  4.54954e+34  293600
215  1.36881e+10  -5.66099e+09  8.08991e+33  -4049.29  1.36881e+10  -5.66099e+09  4.5584e+33  -4049.29  1.542e+11  3.3e+11  4.5584e+34  288800
216  1.33398e+10  -5.21225e+09  7.99641e+33  -3820.19  1.33398e+10  -5.21225e+09  4.56687e+33  -3820.19  1.479e+11  3.32e+11  4.56687e+34  284100
217  1.30127e+10  -5.82812e+09  7.89969e+33  -3729.32  1.30127e+10  -5.82812e+09  4.57534e+33  -3729.32  1.417e+11  3.33e+11  4.57534e+34  279200
218  1.26127e+10  -5.26897e+09  7.8085e+33  -3629.21  1.26127e+10  -5.26897e+09  4.58265e+33  -3629.21  1.358e+11  3.35e+11  4.58265e+34  274500
219  1.23576e+10  -5.76867e+09  7.71114e+33  -3426.74  1.23576e+10  -5.76867e+09  4.58997e+33  -3426.74  1.304e+11  3.36e+11  4.58997e+34  270100
220  1.20311e+10  -5.26163e+09  7.60607e+33  -3267.54  1.20311e+10  -5.26163e+09  4.5969e+33  -3267.54  1.25e+11  3.38e+11  4.5969e+34  265600
221  1.17402e+10  -5.81675e+09  7.50129e+33  -3147.06  1.17402e+10  -5.81675e+09  4.60421e+33  -3147.06  1.197e+11  3.39e+11  4.60421e+34  261000
222  1.14273e+10  -5.20393e+09  7.40002e+33  -3006.96  1.14273e+10  -5.20393e+09  4.61037e+33  -3006.96  1.147e+11  3.41e+11  4.61037e+34  256600
223  1.11196e+10  -5.65313e+09  7.29491e+33  -2845.61  1.1e+10  -5.65313e+09  4.61653e+33  -2845.61  1.1e+11  3.42e+11  4.61653e+34  252400
224  1.08531e+10  -6.12542e+09  7.18733e+33  -2728.22  1.054e+10  -6.12542e+09  4.6227e+33  -2728.22  1.054e+11  3.43e+11  4.6227e+34  248100
225  1.06208e+10  -5.59318e+09  7.07064e+33  -2556.68  1.009e+10  -5.59318e+09  4.62847e+33  -2556.68  1.009e+11  3.45e+11  4.62847e+34  243800
226  1.03803e+10  -5.97068e+09  6.96411e+33  -2444.51  9.665e+09  -5.97068e+09  4.63386e+33  -2444.51  9.665e+10  3.46e+11  4.63386e+34  239600
227  1.015e+10  -6.36968e+09  6.85061e+33  -2304.1  9.267e+09  -6.36968e+09  4.63886e+33  -2304.1  9.267e+10  3.47e+11  4.63886e+34  235600
228  9.91113e+09  -5.76748e+09  6.73406e+33  -2204.66  8.873e+09  -5.76748e+09  4.64387e+33  -2204.66  8.873e+10  3.49e+11  4.64387e+34  231500
229  9.69962e+09  -6.07626e+09  6.62676e+33  -2053.82  8.504e+09  -6.07626e+09  4.64849e+33  -2053.82  8.504e+10  3.5e+11  4.64849e+34  227600
230  9.48725e+09  -6.40529e+09  6.51212e+33  -1871.26  8.158e+09  -6.40529e+09  4.65273e+33  -1871.26  8.158e+10  3.51e+11  4.65273e+34  223900
231  9.27497e+09  -5.73246e+09  6.39726e+33  -1732.02  7.816e+09  -5.73246e+09  4.65734e+33  -1732.02  7.816e+10  3.53e+11  4.65734e+34  220100
232  9.07285e+09  -6.12195e+09  6.27577e+33  -1626.34  7.478e+09  -6.12195e+09  4.66158e+33  -1626.34  7.478e+10  3.54e+11  4.66158e+34  216200
233  8.88117e+09  -6.39345e+09  6.15942e+33  -1468.09  7.161e+09  -6.39345e+09  4.66504e+33  -1468.09  7.161e+10  3.55e+11  4.66504e+34  212500
234  8.70781e+09  -6.69082e+09  6.04227e+33  -1260.89  6.865e+09  -6.69082e+09  4.66889e+33  -1260.89  6.865e+10  3.56e+11  4.66889e+34  209000
235  8.521e+09  -5.97979e+09  5.9194e+33  -1198.29  6.571e+09  -5.97979e+09  4.67236e+33  -1198.29  6.571e+10  3.58e+11  4.67236e+34  205300
236  8.35397e+09  -6.20026e+09  5.80833e+33  -1059.75  6.295e+09  -6.20026e+09  4.67582e+33  -1059.75  6.295e+10  3.59e+11  4.67582e+34  201800
237  8.20319e+09  -6.43971e+09  5.68971e+33  -856.707  6.037e+09  -6.43971e+09  4.6789e+33  -856.707  6.037e+10  3.6e+11  4.6789e+34  198500
238  8.03911e+09  -6.70538e+09  5.5677e+33  -710.147  5.781e+09  -6.70538e+09  4.68198e+33  -710.147  5.781e+10  3.61e+11  4.68198e+34  195100
239  7.88698e+09  -6.99911e+09  5.44287e+33  -610.279  5.529e+09  -6.99911e+09  4.68507e+33  -610.279  5.529e+10  3.62e+11  4.68507e+34  191600
240  7.7273e+09  -6.14793e+09  5.32642e+33  -439.174  5.291e+09  -6.14793e+09  4.68776e+33  -439.174  5.291e+10  3.64e+11  4.68776e+34  188300
241  7.59677e+09  -6.23458e+09  5.21821e+33  -367.508  5.08e+09  -6.23458e+09  4.69007e+33  -367.508  5.08e+10  3.65e+11  4.69007e+34  185200
242  7.46573e+09  -6.34456e+09  5.10697e+33  -213.915  4.881e+09  -6.34456e+09  4.69238e+33  -213.915  4.881e+10  3.66e+11  4.69238e+34  182300
243  7.35108e+09  -6.48425e+09  4.99608e+33  -105.358  4.685e+09  -6.48425e+09  4.69508e+33  -105.358  4.685e+10  3.67e+11  4.69508e+34  179300
244  7.22714e+09  -6.642e+09  4.87483e+33  49.7844  4.49e+09  -6.642e+09  4.697e+33  49.7844  4.49e+10  3.68e+11  4.697e+34  176300
245  7.10863e+09  -6.82817e+09  4.75335e+33  248.107  4.298e+09  -6.82817e+09  4.69931e+33  248.107  4.298e+10  3.69e+11  4.69931e+34  173300
246  6.98041e+09  -7.04314e+09  4.62978e+33  301.668  4.107e+09  -7.04314e+09  4.62978e+33  301.668  4.107e+10  3.7e+11  4.70162e+34  170100
247  6.86158e+09  -7.15506e+09  4.51448e+33  439.533  3.928e+09  -7.15506e+09  4.51448e+33  439.533  3.928e+10  3.71e+11  4.70355e+34  167100
248  6.75128e+09  -7.1792e+09  4.40501e+33  611.798  3.768e+09  -7.1792e+09  4.40501e+33  611.798  3.768e+10  3.72e+11  4.70508e+34  164400
249  6.65308e+09  -7.22744e+09  4.29748e+33  685.319  3.618e+09  -7.22744e+09  4.29748e+33  685.319  3.618e+10  3.73e+11  4.70701e+34  161700
250  6.55149e+09  -7.29944e+09  4.18344e+33  804.905  3.469e+09  -7.29944e+09  4.18344e+33  804.905  3.469e+10  3.74e+11  4.70855e+34  159000
251  6.45144e+09  -7.38887e+09  4.06718e+33  959.414  3.322e+09  -7.38887e+09  4.06718e+33  959.414  3.322e+10  3.75e+11  4.71009e+34  156300
252  6.34771e+09  -7.51385e+09  3.95118e+33  1060.69  3.176e+09  -7.51385e+09  3.95118e+33  1060.69  3.176e+10  3.76e+11  4.71201e+34  153500
253  6.2583e+09  -7.5515e+09  3.83819e+33  1177.22  3.039e+09  -7.5515e+09  3.83819e+33  1177.22  3.039e+10  3.77e+11  4.71317e+34  150800
254  6.16629e+09  -7.60608e+09  3.72745e+33  1284.45  2.91e+09  -7.60608e+09  3.72745e+33  1284.45  2.91e+10  3.78e+11  4.71471e+34  148200
255  6.07273e+09  -7.69695e+09  3.61257e+33  1438.22  2.782e+09  -7.69695e+09  3.61257e+33  1438.22  2.782e+10  3.79e+11  4.71625e+34  145600
256  5.99201e+09  -7.69823e+09  3.50387e+33  1608.22  2.662e+09  -7.69823e+09  3.50387e+33  1608.22  2.662e+10  3.8e+11  4.7174e+34  143100
257  5.91178e+09  -7.7245e+09  3.39312e+33  1680.19  2.549e+09  -7.7245e+09  3.39312e+33  1680.19  2.549e+10  3.81e+11  4.71856e+34  140600
258  5.83172e+09  -7.77786e+09  3.27966e+33  1799.14  2.437e+09  -7.77786e+09  3.27966e+33  1799.14  2.437e+10  3.82e+11  4.71971e+34  138100
259  5.7579e+09  -7.74399e+09  3.17684e+33  1930.48  2.332e+09  -7.74399e+09  3.17684e+33  1930.48  2.332e+10  3.83e+11  4.72087e+34  135700
260  5.68228e+09  -7.73475e+09  3.06847e+33  1969.74  2.233e+09  -7.73475e+09  3.06847e+33  1969.74  2.233e+10  3.84e+11  4.72164e+34  133300
261  5.61282e+09  -7.76296e+09  2.95946e+33  2166.93  2.135e+09  -7.76296e+09  2.95946e+33  2166.93  2.135e+10  3.85e+11  4.72279e+34  131000
262  5.54124e+09  -7.70333e+09  2.85716e+33  2288.43  2.042e+09  -7.70333e+09  2.85716e+33  2288.43  2.042e+10  3.86e+11  4.72357e+34  128700
263  5.47485e+09  -8.71119e+09  2.75311e+33  2318  1.955e+09  -8.71119e+09  2.75311e+33  2318  1.955e+10  3.86e+11  4.72434e+34  126400
264  5.41009e+09  -8.70406e+09  2.64994e+33  2495.23  1.869e+09  -8.70406e+09  2.64994e+33  2495.23  1.869e+10  3.87e+11  4.72549e+34  124200
265  5.34578e+09  -8.61286e+09  2.5494e+33  2592.17  1.788e+09  -8.61286e+09  2.5494e+33  2592.17  1.788e+10  3.88e+11  4.72587e+34  122000
266  5.27756e+09  -8.55892e+09  2.44931e+33  2717.7  1.711e+09  -8.55892e+09  2.44931e+33  2717.7  1.711e+10  3.89e+11  4.72664e+34  119900
267  5.21752e+09  -8.53309e+09  2.34722e+33  2801.17  1.635e+09  -8.53309e+09  2.34722e+33  2801.17  1.635e+10  3.9e+11  4.72742e+34  117700
268  5.16412e+09  -8.42333e+09  2.2547e+33  2905.81  1.564e+09  -8.42333e+09  2.2547e+33  2905.81  1.564e+10  3.91e+11  4.72819e+34  115600
269  5.11271e+09  -9.39773e+09  2.15836e+33  3040.87  1.497e+09  -9.39773e+09  2.15836e+33  3040.87  1.497e+10  3.91e+11  4.72895e+34  113600
270  5.05502e+09  -9.34178e+09  2.05702e+33  3228.06  1.43e+09  -9.34178e+09  2.05702e+33  3228.06  1.43e+10  3.92e+11  4.72934e+34  111600
271  4.99995e+09  -9.21893e+09  1.96748e+33  3354.6  1.367e+09  -9.21893e+09  1.96748e+33  3354.6  1.367e+10  3.93e+11  4.73011e+34  109600
272  4.95454e+09  -9.02559e+09  1.88215e+33  3522.47  1.311e+09  -9.02559e+09  1.88215e+33  3522.47  1.311e+10  3.94e+11  4.73049e+34  107800
273  4.90776e+09  -9.90177e+09  1.79541e+33  3627.07  1.258e+09  -9.90177e+09  1.79541e+33  3627.07  1.258e+10  3.94e+11  4.73088e+34  106000
274  4.85653e+09  -9.75378e+09  1.70677e+33  3775.92  1.205e+09  -9.75378e+09  1.70677e+33  3775.92  1.205e+10  3.95e+11  4.73126e+34  104200
275  4.81169e+09  -9.6325e+09  1.61993e+33  3970.2  1.153e+09  -9.6325e+09  1.61993e+33  3970.2  1.153e+10  3.96e+11  4.73204e+34  102400
276  4.76313e+09  -9.54033e+09  1.5271e+33  4113.84  1.101e+09  -9.54033e+09  1.5271e+33  4113.84  1.101e+10  3.97e+11  4.73242e+34  100500
277  4.72773e+09  -1.04335e+10  1.44165e+33  4318.64  1.053e+09  -1.04335e+10  1.44165e+33  4318.64  1.053e+10  3.97e+11  4.7328e+34  98700
278  4.6826e+09  -1.02008e+10  1.36434e+33  4517.24  1.009e+09  -1.02008e+10  1.36434e+33  4517.24  1.009e+10  3.98e+11  4.73319e+34  97040
279  4.64298e+09  -1.00074e+10  1.28348e+33  4724.67  9.677e+08  -1.00074e+10  1.28348e+33  4724.67  9.677e+09  3.99e+11  4.73357e+34  95430
280  4.60372e+09  -1.08737e+10  1.20246e+33  4961.76  9.267e+08  -1.08737e+10  1.20246e+33  4961.76  9.267e+09  3.99e+11  4.73396e+34  93800
281  4.56506e+09  -1.07363e+10  1.11366e+33  5219.56  8.861e+08  -1.07363e+10  1.11366e+33  5219.56  8.861e+09  4e+11  4.73396e+34  92130
282  4.5256e+09  -1.06108e+10  1.02814e+33  5509.21  8.457e+08  -1.06108e+10  1.02814e+33  5509.21  8.457e+09  4.01e+11  4.73434e+34  90430
283  4.48805e+09  -1.14927e+10  9.47874e+32  5801.7  8.076e+08  -1.14927e+10  9.47874e+32  5801.7  8.076e+09  4.01e+11  4.73473e+34  88770
284  4.45369e+09  -1.12447e+10  8.75015e+32  6109.8  7.734e+08  -1.12447e+10  8.75015e+32  6109.8  7.734e+09  4.02e+11  4.73511e+34  87250
285  4.42037e+09  -1.10207e+10  7.96545e+32  6412.01  7.413e+08  -1.10207e+10  7.96545e+32  6412.01  7.413e+09  4.03e+11  4.73511e+34  85780
286  4.38713e+09  -1.18794e+10  7.2e+32  6748.43  7.094e+08  -1.18794e+10  7.2e+32  6748.43  7.094e+09  4.03e+11  4.7355e+34  84290
287  4.35226e+09  -1.17102e+10  6.41269e+32  7109.81  6.776e+08  -1.17102e+10  6.41269e+32  7109.81  6.776e+09  4.04e+11  4.73588e+34  82760
288  4.31929e+09  -1.25394e+10  5.65096e+32  7478.61  6.476e+08  -1.25394e+10  5.65096e+32  7478.61  6.476e+09  4.04e+11  4.73588e+34  81270
289  4.28807e+09  -1.22411e+10  4.99661e+32  7842.42  6.208e+08  -1.22411e+10  4.99661e+32  7842.42  6.208e+09  4.05e+11  4.73627e+34  79910
290  4.25909e+09  -1.19896e+10  4.2629e+32  8224.13  5.954e+08  -1.19896e+10  4.2629e+32  7859  5.954e+09  4.06e+11  4.73627e+34  78590
291  4.23167e+09  -1.27993e+10  3.56957e+32  8634.34  5.703e+08  -1.27993e+10  3.56957e+32  7724  5.703e+09  4.06e+11  4.73665e+34  77240
292  4.2023e+09  -1.26013e+10  2.79358e+32  9087.34  5.452e+08  -1.26013e+10  2.79358e+32  7586  5.452e+09  4.07e+11  4.73665e+34  75860
293  4.1734e+09  -1.3472e+10  2.05709e+32  9597.54  5.203e+08  -1.3472e+10  2.05709e+32  7446  5.203e+09  4.07e+11  4.73704e+34  74460
294  4.14301e+09  -1.32254e+10  1.33417e+32  10104.6  4.968e+08  -1.32254e+10  1.33417e+32  7309  4.968e+09  4.08e+11  4.73704e+34  73090
295  4.11532e+09  -1.39892e+10  6.68192e+31  10625.1  4.757e+08  -1.39892e+10  6.68192e+31  7184  4.757e+09  4.08e+11  4.73704e+34  71840
296  4.09248e+09  -1.37392e+10  -4.65442e+29  11164.7  4.559e+08  -1.37392e+10  -4.65442e+29  7062  4.559e+09  4.09e+11  4.73742e+34  70620
297  -1.39749e+07  -1.39502e+10  -4.61526e+29  1496.36  -1.39749e+07  -1.39502e+10  -4.61526e+29  439.045  2.78473e+08  4.09e+11  4.73742e+34  4390.45
