MassCellNumber	 dP	 dr	 dL	 dT	 dPrescaled	 drrescaled	 dLrescaled	 dTrescaled	 P	 r	 L	 T
374  4.48193e+09  -6.79022e+08  1.31414e+30  565.728  4.48193e+09  -6.79022e+08  1.31414e+30  565.728  6.53343e+10  4.20339e+10  1.1742e+32  43226.5
375  4.41328e+09  -6.8272e+08  1.2958e+30  562.299  4.41328e+09  -6.8272e+08  1.2958e+30  562.299  6.42668e+10  4.22001e+10  1.17827e+32  43041.2
376  4.3225e+09  -6.86337e+08  1.27739e+30  557.503  4.3225e+09  -6.86337e+08  1.27739e+30  557.503  6.28573e+10  4.23678e+10  1.18232e+32  42793.8
377  4.2325e+09  -6.90301e+08  1.25892e+30  552.844  4.2325e+09  -6.90301e+08  1.25892e+30  552.844  6.14616e+10  4.25367e+10  1.18634e+32  42545.7
378  4.14328e+09  -6.94181e+08  1.24039e+30  548.283  4.14328e+09  -6.94181e+08  1.24039e+30  548.283  6.00807e+10  4.2707e+10  1.19035e+32  42297.2
379  4.05487e+09  -6.97996e+08  1.22185e+30  543.515  4.05487e+09  -6.97996e+08  1.22185e+30  543.515  5.87145e+10  4.28786e+10  1.19433e+32  42048.2
380  3.96728e+09  -7.01764e+08  1.20336e+30  538.57  3.96728e+09  -7.01764e+08  1.20336e+30  538.57  5.7363e+10  4.30516e+10  1.19829e+32  41798.7
381  3.88052e+09  -7.05496e+08  1.18487e+30  533.512  3.88052e+09  -7.05496e+08  1.18487e+30  533.512  5.60261e+10  4.32261e+10  1.20222e+32  41548.7
382  3.79891e+09  -7.09193e+08  1.16826e+30  528.885  3.79891e+09  -7.09193e+08  1.16826e+30  528.885  5.477e+10  4.33843e+10  1.20575e+32  41310.8
383  3.72225e+09  -7.12809e+08  1.15165e+30  524.578  3.72225e+09  -7.12809e+08  1.15165e+30  524.578  5.35921e+10  4.35438e+10  1.20925e+32  41084.9
384  3.64624e+09  -7.16363e+08  1.13509e+30  520.058  3.64624e+09  -7.16363e+08  1.13509e+30  520.058  5.24259e+10  4.37045e+10  1.21274e+32  40858.6
385  3.57091e+09  -7.20261e+08  1.11852e+30  515.632  3.57091e+09  -7.20261e+08  1.11852e+30  515.632  5.12714e+10  4.38666e+10  1.21621e+32  40631.8
386  3.49621e+09  -7.24082e+08  1.10199e+30  511.278  3.49621e+09  -7.24082e+08  1.10199e+30  511.278  5.01287e+10  4.403e+10  1.21966e+32  40404.5
387  3.42216e+09  -7.27875e+08  1.08553e+30  506.734  3.42216e+09  -7.27875e+08  1.08553e+30  506.734  4.89978e+10  4.41949e+10  1.2231e+32  40176.8
388  3.34877e+09  -7.31622e+08  1.06918e+30  502.02  3.34877e+09  -7.31622e+08  1.06918e+30  502.02  4.78785e+10  4.43611e+10  1.22652e+32  39948.6
389  3.27604e+09  -7.35392e+08  1.05296e+30  497.293  3.27604e+09  -7.35392e+08  1.05296e+30  497.293  4.67709e+10  4.45289e+10  1.22993e+32  39719.9
390  3.20398e+09  -7.39528e+08  1.03686e+30  492.867  3.20398e+09  -7.39528e+08  1.03686e+30  492.867  4.56749e+10  4.46982e+10  1.23331e+32  39490.6
391  3.13255e+09  -7.43614e+08  1.02086e+30  488.575  3.13255e+09  -7.43614e+08  1.02086e+30  488.575  4.45907e+10  4.48692e+10  1.23668e+32  39260.7
392  3.06531e+09  -7.47242e+08  1.00658e+30  484.343  3.06531e+09  -7.47242e+08  1.00658e+30  484.343  4.35716e+10  4.50245e+10  1.2397e+32  39041.6
393  3.00213e+09  -7.50844e+08  9.92458e+29  480.205  3.00213e+09  -7.50844e+08  9.92458e+29  480.205  4.26155e+10  4.51811e+10  1.2427e+32  38833.5
394  2.93949e+09  -7.54773e+08  9.7845e+29  476.196  2.93949e+09  -7.54773e+08  9.7845e+29  476.196  4.16689e+10  4.53392e+10  1.24568e+32  38624.8
395  2.87737e+09  -7.5863e+08  9.64553e+29  472.275  2.87737e+09  -7.5863e+08  9.64553e+29  472.275  4.07316e+10  4.54988e+10  1.24865e+32  38415.4
396  2.81578e+09  -7.62424e+08  9.50558e+29  468.271  2.81578e+09  -7.62424e+08  9.50558e+29  468.271  3.98038e+10  4.56599e+10  1.25161e+32  38205.5
397  2.75472e+09  -7.66205e+08  9.36624e+29  464.257  2.75472e+09  -7.66205e+08  9.36624e+29  464.257  3.88854e+10  4.58225e+10  1.25455e+32  37994.9
398  2.6942e+09  -7.69961e+08  9.22779e+29  460.144  2.6942e+09  -7.69961e+08  9.22779e+29  460.144  3.79764e+10  4.59867e+10  1.25747e+32  37783.7
399  2.63422e+09  -7.74066e+08  9.09025e+29  456.122  2.63422e+09  -7.74066e+08  9.09025e+29  456.122  3.70768e+10  4.61526e+10  1.26038e+32  37571.7
400  2.57477e+09  -7.78132e+08  8.95335e+29  452.173  2.57477e+09  -7.78132e+08  8.95335e+29  452.173  3.61866e+10  4.63202e+10  1.26328e+32  37358.9
401  2.51586e+09  -7.8216e+08  8.81669e+29  448.097  2.51586e+09  -7.8216e+08  8.81669e+29  448.097  3.53058e+10  4.64895e+10  1.26616e+32  37145.5
402  2.46039e+09  -7.85754e+08  8.69431e+29  444.127  2.46039e+09  -7.85754e+08  8.69431e+29  444.127  3.44778e+10  4.66434e+10  1.26875e+32  36942
403  2.40828e+09  -7.89717e+08  8.57218e+29  440.497  2.40828e+09  -7.89717e+08  8.57218e+29  440.497  3.37009e+10  4.67989e+10  1.27132e+32  36748.6
404  2.35659e+09  -7.93612e+08  8.45031e+29  436.96  2.35659e+09  -7.93612e+08  8.45031e+29  436.96  3.29316e+10  4.69559e+10  1.27388e+32  36554.4
405  2.30533e+09  -7.97458e+08  8.32907e+29  433.25  2.30533e+09  -7.97458e+08  8.32907e+29  433.25  3.217e+10  4.71145e+10  1.27643e+32  36359.7
406  2.25455e+09  -8.01263e+08  8.20901e+29  429.389  2.25455e+09  -8.01263e+08  8.20901e+29  429.389  3.14166e+10  4.72745e+10  1.27896e+32  36164.4
407  2.20426e+09  -8.05075e+08  8.09015e+29  425.413  2.20426e+09  -8.05075e+08  8.09015e+29  425.413  3.06715e+10  4.74361e+10  1.28149e+32  35968.7
408  2.15438e+09  -8.09268e+08  7.97198e+29  421.57  2.15438e+09  -8.09268e+08  7.97198e+29  421.57  2.99333e+10  4.75998e+10  1.284e+32  35772
409  2.10487e+09  -8.13431e+08  7.85468e+29  417.841  2.10487e+09  -8.13431e+08  7.85468e+29  417.841  2.92021e+10  4.77652e+10  1.28651e+32  35574.6
410  2.05581e+09  -8.17586e+08  7.73744e+29  414.055  2.05581e+09  -8.17586e+08  7.73744e+29  414.055  2.84785e+10  4.79325e+10  1.28901e+32  35376.3
411  2.00718e+09  -8.21719e+08  7.62054e+29  410.347  2.00718e+09  -8.21719e+08  7.62054e+29  410.347  2.77626e+10  4.81017e+10  1.29149e+32  35177.3
412  1.96141e+09  -8.25446e+08  7.51574e+29  406.83  1.96141e+09  -8.25446e+08  7.51574e+29  406.83  2.70897e+10  4.82557e+10  1.29371e+32  34987.5
413  1.91841e+09  -8.29144e+08  7.41162e+29  403.361  1.91841e+09  -8.29144e+08  7.41162e+29  403.361  2.64585e+10  4.84114e+10  1.29592e+32  34806.8
414  1.87582e+09  -8.33176e+08  7.30833e+29  399.96  1.87582e+09  -8.33176e+08  7.30833e+29  399.96  2.5834e+10  4.85684e+10  1.29812e+32  34625.5
415  1.83363e+09  -8.37167e+08  7.20422e+29  396.641  1.83363e+09  -8.37167e+08  7.20422e+29  396.641  2.52164e+10  4.87272e+10  1.3003e+32  34443.7
416  1.79175e+09  -8.41162e+08  7.09947e+29  393.3  1.79175e+09  -8.41162e+08  7.09947e+29  393.3  2.46043e+10  4.88881e+10  1.30248e+32  34261
417  1.7502e+09  -8.45137e+08  6.99435e+29  389.952  1.7502e+09  -8.45137e+08  6.99435e+29  389.952  2.39979e+10  4.90508e+10  1.30465e+32  34077.2
418  1.70902e+09  -8.49106e+08  6.88903e+29  386.52  1.70902e+09  -8.49106e+08  6.88903e+29  386.52  2.33977e+10  4.92154e+10  1.30681e+32  33892.5
419  1.66821e+09  -8.53075e+08  6.78354e+29  383.051  1.66821e+09  -8.53075e+08  6.78354e+29  383.051  2.28037e+10  4.93821e+10  1.30895e+32  33706.9
420  1.62982e+09  -8.56982e+08  6.68776e+29  379.929  1.62982e+09  -8.56982e+08  6.68776e+29  379.929  2.22457e+10  4.95336e+10  1.31087e+32  33529.9
421  1.59377e+09  -8.60864e+08  6.59096e+29  377.125  1.59377e+09  -8.60864e+08  6.59096e+29  377.125  2.17225e+10  4.96867e+10  1.31278e+32  33361.5
422  1.55798e+09  -8.64721e+08  6.4931e+29  374.25  1.55798e+09  -8.64721e+08  6.4931e+29  374.25  2.12038e+10  4.9842e+10  1.31468e+32  33192
423  1.52245e+09  -8.6856e+08  6.39454e+29  371.256  1.52245e+09  -8.6856e+08  6.39454e+29  371.256  2.06896e+10  4.99991e+10  1.31658e+32  33021.4
424  1.48727e+09  -8.72411e+08  6.29562e+29  368.181  1.48727e+09  -8.72411e+08  6.29562e+29  368.181  2.0181e+10  5.01577e+10  1.31846e+32  32850.2
425  1.45244e+09  -8.76639e+08  6.19584e+29  365.244  1.45244e+09  -8.76639e+08  6.19584e+29  365.244  1.96781e+10  5.03182e+10  1.32033e+32  32678.2
426  1.41786e+09  -8.80857e+08  6.0948e+29  362.408  1.41786e+09  -8.80857e+08  6.0948e+29  362.408  1.91797e+10  5.0481e+10  1.32219e+32  32505.1
427  1.38354e+09  -8.85068e+08  5.99292e+29  359.46  1.38354e+09  -8.85068e+08  5.99292e+29  359.46  1.86859e+10  5.06458e+10  1.32405e+32  32330.9
428  1.35125e+09  -8.8884e+08  5.9008e+29  356.56  1.35125e+09  -8.8884e+08  5.9008e+29  356.56  1.8222e+10  5.07958e+10  1.32571e+32  32164.6
429  1.32094e+09  -8.92616e+08  5.80819e+29  353.735  1.32094e+09  -8.92616e+08  5.80819e+29  353.735  1.77869e+10  5.09475e+10  1.32736e+32  32006.3
430  1.29087e+09  -8.96374e+08  5.71532e+29  350.823  1.29087e+09  -8.96374e+08  5.71532e+29  350.823  1.73561e+10  5.1101e+10  1.32901e+32  31847.2
431  1.26106e+09  -9.006e+08  5.62048e+29  348.308  1.26106e+09  -9.006e+08  5.62048e+29  348.308  1.69294e+10  5.12563e+10  1.33065e+32  31687.3
432  1.2315e+09  -9.04821e+08  5.52478e+29  346.167  1.2315e+09  -9.04821e+08  5.52478e+29  346.167  1.65068e+10  5.14137e+10  1.33228e+32  31526.3
433  1.20217e+09  -9.09122e+08  5.42867e+29  344.176  1.20217e+09  -9.09122e+08  5.42867e+29  344.176  1.60885e+10  5.15731e+10  1.3339e+32  31364.1
434  1.1731e+09  -9.13512e+08  5.33104e+29  342.511  1.1731e+09  -9.13512e+08  5.33104e+29  342.511  1.56743e+10  5.17346e+10  1.33551e+32  31200.3
435  1.15147e+09  -9.15665e+08  5.28164e+29  341.299  1.15147e+09  -9.15665e+08  5.28164e+29  341.299  1.53669e+10  5.18162e+10  1.33631e+32  31076.7
436  1.13712e+09  -9.17923e+08  5.23189e+29  340.5  1.13712e+09  -9.17923e+08  5.23189e+29  340.5  1.51629e+10  5.18984e+10  1.3371e+32  30993.7
437  1.11712e+09  -9.21902e+08  5.1414e+29  339.383  1.11712e+09  -9.21902e+08  5.1414e+29  339.383  1.4879e+10  5.20477e+10  1.33853e+32  30876.7
438  1.09162e+09  -9.25859e+08  5.04989e+29  337.817  1.09162e+09  -9.25859e+08  5.04989e+29  337.817  1.45175e+10  5.21989e+10  1.33995e+32  30725.2
439  1.06632e+09  -9.30176e+08  4.95696e+29  336.333  1.06632e+09  -9.30176e+08  4.95696e+29  336.333  1.41594e+10  5.23521e+10  1.34136e+32  30572.3
440  1.04122e+09  -9.34485e+08  4.8626e+29  334.948  1.04122e+09  -9.34485e+08  4.8626e+29  334.948  1.38047e+10  5.25073e+10  1.34276e+32  30418.1
441  1.01629e+09  -9.3882e+08  4.76664e+29  333.489  1.01629e+09  -9.3882e+08  4.76664e+29  333.489  1.3453e+10  5.2665e+10  1.34416e+32  30262.2
442  9.91538e+08  -9.43154e+08  4.66944e+29  331.946  9.91538e+08  -9.43154e+08  4.66944e+29  331.946  1.31044e+10  5.2825e+10  1.34554e+32  30104.5
443  9.73145e+08  -9.45268e+08  4.62057e+29  330.69  9.73145e+08  -9.45268e+08  4.62057e+29  330.69  1.28457e+10  5.29055e+10  1.34623e+32  29985.6
444  9.60959e+08  -9.47488e+08  4.57146e+29  329.856  9.60959e+08  -9.47488e+08  4.57146e+29  329.856  1.26745e+10  5.29867e+10  1.34692e+32  29905.9
445  9.42757e+08  -9.51835e+08  4.47243e+29  328.604  9.42757e+08  -9.51835e+08  4.47243e+29  328.604  1.24189e+10  5.31507e+10  1.34828e+32  29785.4
446  9.25322e+08  -9.53949e+08  4.4275e+29  327.437  9.25322e+08  -9.53949e+08  4.4275e+29  327.437  1.21745e+10  5.32252e+10  1.34889e+32  29668.4
447  9.03776e+08  -9.60249e+08  4.29109e+29  326.059  9.03776e+08  -9.60249e+08  4.29109e+29  326.059  1.18727e+10  5.34517e+10  1.3507e+32  29521.5
448  8.82469e+08  -9.62346e+08  4.24505e+29  324.57  8.82469e+08  -9.62346e+08  4.24505e+29  324.57  1.15749e+10  5.35285e+10  1.35131e+32  29373.8
449  8.71834e+08  -9.64365e+08  4.1988e+29  323.747  8.71834e+08  -9.64365e+08  4.1988e+29  323.747  1.14264e+10  5.36057e+10  1.35191e+32  29299.2
450  8.5067e+08  -9.71014e+08  4.05884e+29  322.154  8.5067e+08  -9.71014e+08  4.05884e+29  322.154  1.1131e+10  5.38405e+10  1.35369e+32  29148.5
451  8.2978e+08  -9.73246e+08  4.01176e+29  320.674  8.2978e+08  -9.73246e+08  4.01176e+29  320.674  1.08402e+10  5.39197e+10  1.35429e+32  28997.2
452  8.142e+08  -9.77632e+08  3.91699e+29  319.485  8.142e+08  -9.77632e+08  3.91699e+29  319.485  1.06235e+10  5.40798e+10  1.35546e+32  28882.5
453  7.98737e+08  -9.79792e+08  3.86919e+29  318.182  7.98737e+08  -9.79792e+08  3.86919e+29  318.182  1.04088e+10  5.4161e+10  1.35605e+32  28767.2
454  7.83311e+08  -9.84478e+08  3.77293e+29  316.924  7.83311e+08  -9.84478e+08  3.77293e+29  316.924  1.01947e+10  5.43251e+10  1.35721e+32  28650.4
455  7.68016e+08  -9.86775e+08  3.72448e+29  315.707  7.68016e+08  -9.86775e+08  3.72448e+29  315.707  9.98279e+09  5.44081e+10  1.35779e+32  28533.1
456  7.53831e+08  -9.90837e+08  3.63707e+29  314.465  7.53831e+08  -9.90837e+08  3.63707e+29  314.465  9.78643e+09  5.45587e+10  1.35883e+32  28422.7
457  7.35759e+08  -9.94896e+08  3.54924e+29  312.765  7.35759e+08  -9.94896e+08  3.54924e+29  312.765  9.53661e+09  5.47113e+10  1.35986e+32  28279.9
458  7.17806e+08  -9.9909e+08  3.45997e+29  311.189  7.17806e+08  -9.9909e+08  3.45997e+29  311.189  9.28875e+09  5.48667e+10  1.36088e+32  28135.4
459  7.0443e+08  -1.00134e+09  3.41521e+29  310.214  7.0443e+08  -1.00134e+09  3.41521e+29  310.214  9.10435e+09  5.49452e+10  1.36139e+32  28026
460  6.9555e+08  -1.00352e+09  3.37027e+29  309.58  6.9555e+08  -1.00352e+09  3.37027e+29  309.58  8.98201e+09  5.50243e+10  1.3619e+32  27952.5
461  6.82314e+08  -1.00822e+09  3.28019e+29  308.678  6.82314e+08  -1.00822e+09  3.28019e+29  308.678  8.79982e+09  5.51839e+10  1.3629e+32  27841.5
462  6.69202e+08  -1.01052e+09  3.23492e+29  307.811  6.69202e+08  -1.01052e+09  3.23492e+29  307.811  8.61965e+09  5.52645e+10  1.3634e+32  27730
463  6.60497e+08  -1.01296e+09  3.18942e+29  307.244  6.60497e+08  -1.01296e+09  3.18942e+29  307.244  8.50013e+09  5.53458e+10  1.3639e+32  27655
464  6.48339e+08  -1.01725e+09  3.10687e+29  306.451  6.48339e+08  -1.01725e+09  3.10687e+29  306.451  8.33338e+09  5.54942e+10  1.3648e+32  27548.9
465  6.32814e+08  -1.02153e+09  3.02385e+29  305.295  6.32814e+08  -1.02153e+09  3.02385e+29  305.295  8.12076e+09  5.56447e+10  1.36569e+32  27411.3
466  6.17411e+08  -1.02585e+09  2.94044e+29  304.069  6.17411e+08  -1.02585e+09  2.94044e+29  304.069  7.91013e+09  5.57974e+10  1.36657e+32  27272.1
467  6.02131e+08  -1.03019e+09  2.8567e+29  302.78  6.02131e+08  -1.03019e+09  2.8567e+29  302.78  7.7015e+09  5.59524e+10  1.36745e+32  27131.4
468  5.86976e+08  -1.03454e+09  2.77272e+29  301.415  5.86976e+08  -1.03454e+09  2.77272e+29  301.415  7.49486e+09  5.61098e+10  1.36832e+32  26989.1
469  5.71948e+08  -1.03894e+09  2.68857e+29  299.981  5.71948e+08  -1.03894e+09  2.68857e+29  299.981  7.29025e+09  5.62696e+10  1.36919e+32  26845.2
470  5.57075e+08  -1.04343e+09  2.60433e+29  298.533  5.57075e+08  -1.04343e+09  2.60433e+29  298.533  7.08803e+09  5.64313e+10  1.37004e+32  26699.8
471  5.42357e+08  -1.04838e+09  2.51961e+29  297.267  5.42357e+08  -1.04838e+09  2.51961e+29  297.267  6.88821e+09  5.65956e+10  1.37089e+32  26553
472  5.28472e+08  -1.05287e+09  2.44262e+29  296.17  5.28472e+08  -1.05287e+09  2.44262e+29  296.17  6.70005e+09  5.67462e+10  1.37166e+32  26411.7
473  5.15399e+08  -1.05737e+09  2.36522e+29  295.042  5.15399e+08  -1.05737e+09  2.36522e+29  295.042  6.52319e+09  5.68991e+10  1.37241e+32  26276.1
474  5.02429e+08  -1.06189e+09  2.28735e+29  293.827  5.02429e+08  -1.06189e+09  2.28735e+29  293.827  6.34799e+09  5.70543e+10  1.37316e+32  26139
475  4.89564e+08  -1.06654e+09  2.20914e+29  292.572  4.89564e+08  -1.06654e+09  2.20914e+29  292.572  6.17446e+09  5.7212e+10  1.37391e+32  26000.2
476  4.76802e+08  -1.07123e+09  2.13054e+29  291.28  4.76802e+08  -1.07123e+09  2.13054e+29  291.28  6.00262e+09  5.73722e+10  1.37465e+32  25859.9
477  4.64147e+08  -1.07598e+09  2.05163e+29  289.922  4.64147e+08  -1.07598e+09  2.05163e+29  289.922  5.83248e+09  5.75351e+10  1.37539e+32  25717.8
478  4.52222e+08  -1.0803e+09  1.98031e+29  288.569  4.52222e+08  -1.0803e+09  1.98031e+29  288.569  5.67242e+09  5.7684e+10  1.37605e+32  25581.3
479  4.4101e+08  -1.08468e+09  1.90879e+29  287.237  4.4101e+08  -1.08468e+09  1.90879e+29  287.237  5.52214e+09  5.78352e+10  1.3767e+32  25450.4
480  4.29886e+08  -1.08908e+09  1.83713e+29  285.845  4.29886e+08  -1.08908e+09  1.83713e+29  285.845  5.37326e+09  5.79888e+10  1.37735e+32  25318.1
481  4.18852e+08  -1.09357e+09  1.76538e+29  284.478  4.18852e+08  -1.09357e+09  1.76538e+29  284.478  5.22578e+09  5.81449e+10  1.378e+32  25184.2
482  4.07907e+08  -1.09827e+09  1.69352e+29  283.441  4.07907e+08  -1.09827e+09  1.69352e+29  283.441  5.0797e+09  5.83035e+10  1.37864e+32  25048.7
483  3.97051e+08  -1.10303e+09  1.62169e+29  282.642  3.97051e+08  -1.10303e+09  1.62169e+29  282.642  4.93505e+09  5.84648e+10  1.37928e+32  24911.3
484  3.86286e+08  -1.10788e+09  1.54992e+29  281.813  3.86286e+08  -1.10788e+09  1.54992e+29  281.813  4.79182e+09  5.8629e+10  1.37991e+32  24771.8
485  3.75611e+08  -1.1128e+09  1.47824e+29  280.954  3.75611e+08  -1.1128e+09  1.47824e+29  280.954  4.65003e+09  5.87961e+10  1.38054e+32  24630.2
486  3.65565e+08  -1.11729e+09  1.41407e+29  280.061  3.65565e+08  -1.11729e+09  1.41407e+29  280.061  4.51679e+09  5.89488e+10  1.3811e+32  24493.8
487  3.56131e+08  -1.12223e+09  1.35005e+29  279.308  3.56131e+08  -1.12223e+09  1.35005e+29  279.308  4.39185e+09  5.91041e+10  1.38166e+32  24362.9
488  3.47249e+08  -1.12672e+09  1.29267e+29  278.674  3.47249e+08  -1.12672e+09  1.29267e+29  278.674  4.27443e+09  5.92457e+10  1.38215e+32  24237
489  3.38906e+08  -1.1312e+09  1.23543e+29  277.965  3.38906e+08  -1.1312e+09  1.23543e+29  277.965  4.16432e+09  5.93894e+10  1.38265e+32  24116.3
490  3.30599e+08  -1.13573e+09  1.17812e+29  277.138  3.30599e+08  -1.13573e+09  1.17812e+29  277.138  4.05486e+09  5.95363e+10  1.38314e+32  23993.7
491  3.2233e+08  -1.14034e+09  1.12131e+29  276.134  3.2233e+08  -1.14034e+09  1.12131e+29  276.134  3.94606e+09  5.96855e+10  1.38363e+32  23869.2
492  3.14124e+08  -1.14503e+09  1.06512e+29  274.975  3.14124e+08  -1.14503e+09  1.06512e+29  274.975  3.83825e+09  5.98372e+10  1.38412e+32  23743.2
493  3.0598e+08  -1.14976e+09  1.00957e+29  273.741  3.0598e+08  -1.14976e+09  1.00957e+29  273.741  3.73143e+09  5.99915e+10  1.3846e+32  23615.5
494  2.97923e+08  -1.15451e+09  9.55006e+28  272.438  2.97923e+08  -1.15451e+09  9.55006e+28  272.438  3.62591e+09  6.01475e+10  1.38508e+32  23486.6
495  2.89952e+08  -1.15934e+09  9.01604e+28  270.964  2.89952e+08  -1.15934e+09  9.01604e+28  270.964  3.52169e+09  6.03062e+10  1.38556e+32  23356.3
496  2.82023e+08  -1.16428e+09  8.49101e+28  269.288  2.82023e+08  -1.16428e+09  8.49101e+28  269.288  3.41816e+09  6.04686e+10  1.38604e+32  23224.1
497  2.74136e+08  -1.16935e+09  7.9783e+28  267.535  2.74136e+08  -1.16935e+09  7.9783e+28  267.535  3.31536e+09  6.0634e+10  1.38651e+32  23089.7
498  2.66316e+08  -1.17452e+09  7.47839e+28  265.723  2.66316e+08  -1.17452e+09  7.47839e+28  265.723  3.21358e+09  6.08025e+10  1.38699e+32  22953.7
499  2.58562e+08  -1.17981e+09  6.99177e+28  263.834  2.58562e+08  -1.17981e+09  6.99177e+28  263.834  3.11284e+09  6.09741e+10  1.38746e+32  22815.9
500  2.51268e+08  -1.18466e+09  6.56678e+28  261.967  2.51268e+08  -1.18466e+09  6.56678e+28  261.967  3.01823e+09  6.11311e+10  1.38788e+32  22683.5
501  2.44422e+08  -1.18959e+09  6.15361e+28  260.116  2.44422e+08  -1.18959e+09  6.15361e+28  260.116  2.92956e+09  6.12908e+10  1.38829e+32  22556.7
502  2.37974e+08  -1.19428e+09  5.78906e+28  258.503  2.37974e+08  -1.19428e+09  5.78906e+28  258.503  2.84619e+09  6.14368e+10  1.38867e+32  22435
503  2.31915e+08  -1.19906e+09  5.43631e+28  257.069  2.31915e+08  -1.19906e+09  5.43631e+28  257.069  2.76795e+09  6.15852e+10  1.38904e+32  22318.4
504  2.22892e+08  -1.2095e+09  4.7665e+28  255.116  2.22892e+08  -1.2095e+09  4.7665e+28  255.116  2.65164e+09  6.18903e+10  1.38978e+32  22140.2
505  2.13978e+08  -1.21467e+09  4.44682e+28  253.284  2.13978e+08  -1.21467e+09  4.44682e+28  253.284  2.53717e+09  6.20482e+10  1.39016e+32  21958.6
506  2.08054e+08  -1.21995e+09  4.13994e+28  251.916  2.08054e+08  -1.21995e+09  4.13994e+28  251.916  2.46122e+09  6.22091e+10  1.39053e+32  21834.6
507  1.99278e+08  -1.23131e+09  3.56669e+28  249.975  1.99278e+08  -1.23131e+09  3.56669e+28  249.975  2.34892e+09  6.25381e+10  1.39126e+32  21645.5
508  1.90659e+08  -1.23699e+09  3.30184e+28  247.954  1.90659e+08  -1.23699e+09  3.30184e+28  247.954  2.23905e+09  6.27075e+10  1.39163e+32  21453.5
509  1.8496e+08  -1.24285e+09  3.05154e+28  246.452  1.8496e+08  -1.24285e+09  3.05154e+28  246.452  2.16655e+09  6.28805e+10  1.392e+32  21322.7
510  1.77039e+08  -1.25342e+09  2.63756e+28  244.191  1.77039e+08  -1.25342e+09  2.63756e+28  244.191  2.06597e+09  6.32018e+10  1.39266e+32  21135.7
511  1.67008e+08  -1.26451e+09  2.27578e+28  241.052  1.67008e+08  -1.26451e+09  2.27578e+28  241.052  1.93904e+09  6.35359e+10  1.39331e+32  20889.3
512  1.57138e+08  -1.27628e+09  1.96713e+28  237.851  1.57138e+08  -1.27628e+09  1.96713e+28  237.851  1.81459e+09  6.38842e+10  1.39396e+32  20635.4
513  1.47887e+08  -1.28769e+09  1.73313e+28  234.881  1.47887e+08  -1.28769e+09  1.73313e+28  234.881  1.69838e+09  6.4213e+10  1.39454e+32  20386.1
514  1.39264e+08  -1.29965e+09  1.5138e+28  232.125  1.39264e+08  -1.29965e+09  1.5138e+28  232.125  1.59048e+09  6.45525e+10  1.39512e+32  20142.7
515  1.30814e+08  -1.31181e+09  1.29943e+28  230.194  1.30814e+08  -1.31181e+09  1.29943e+28  230.194  1.48516e+09  6.49067e+10  1.39568e+32  19892.3
516  1.22903e+08  -1.32356e+09  1.12361e+28  229.292  1.22903e+08  -1.32356e+09  1.12361e+28  229.292  1.38694e+09  6.52413e+10  1.39619e+32  19644.6
517  1.15507e+08  -1.33608e+09  9.622e+27  228.721  1.15507e+08  -1.33608e+09  9.622e+27  228.721  1.29545e+09  6.55906e+10  1.39668e+32  19399.6
518  1.08264e+08  -1.34842e+09  8.16853e+27  228.076  1.08264e+08  -1.34842e+09  8.16853e+27  228.076  1.20623e+09  6.59523e+10  1.39717e+32  19145.3
519  1.01489e+08  -1.3606e+09  7.03769e+27  227.46  1.01489e+08  -1.3606e+09  7.03769e+27  227.46  1.12308e+09  6.62974e+10  1.39761e+32  18892.8
520  9.51607e+07  -1.37359e+09  6.0363e+27  227.146  9.51607e+07  -1.37359e+09  6.0363e+27  227.146  1.04571e+09  6.66542e+10  1.39804e+32  18642.4
521  8.89686e+07  -1.38665e+09  5.16661e+27  226.666  8.89686e+07  -1.38665e+09  5.16661e+27  226.666  9.70314e+08  6.70279e+10  1.39845e+32  18382.2
522  8.31786e+07  -1.39949e+09  4.55093e+27  226.142  8.31786e+07  -1.39949e+09  4.55093e+27  226.142  9.00088e+08  6.73813e+10  1.39883e+32  18123.3
523  7.77713e+07  -1.41265e+09  4.05185e+27  225.584  7.77713e+07  -1.41265e+09  4.05185e+27  225.584  8.34765e+08  6.77513e+10  1.39919e+32  17866.4
524  7.24559e+07  -1.42706e+09  3.87319e+27  225.768  7.24559e+07  -1.42706e+09  3.87319e+27  225.768  7.70803e+08  6.81404e+10  1.39955e+32  17596.6
525  6.74821e+07  -1.44164e+09  3.79847e+27  227.476  6.74821e+07  -1.44164e+09  3.79847e+27  227.476  7.11215e+08  6.85111e+10  1.39988e+32  17324.9
526  6.28328e+07  -1.45685e+09  3.75482e+27  230.011  6.28328e+07  -1.45685e+09  3.75482e+27  230.011  6.5578e+08  6.89018e+10  1.4002e+32  17050.6
527  5.82926e+07  -1.47261e+09  3.68203e+27  233.309  5.82926e+07  -1.47261e+09  3.68203e+27  233.309  6.01907e+08  6.9309e+10  1.4005e+32  16759.9
528  5.50735e+07  -1.4802e+09  3.61958e+27  236.412  5.50735e+07  -1.4802e+09  3.61958e+27  236.412  5.63895e+08  6.95015e+10  1.40064e+32  16537.7
529  5.3082e+07  -1.48829e+09  3.52672e+27  238.895  5.3082e+07  -1.48829e+09  3.52672e+27  238.895  5.40435e+08  6.96991e+10  1.40078e+32  16392.4
