MassCellNumber	 dP	 dr	 dL	 dT	 dPrescaled	 drrescaled	 dLrescaled	 dTrescaled	 P	 r	 L	 T
218  1.83898e+10  -4.09494e+08  2.32379e+30  1013.28  1.83898e+10  -4.09494e+08  2.32379e+30  1013.28  2.95412e+11  2.78906e+10  6.5185e+31  67882.4
219  1.8267e+10  -4.10999e+08  2.32639e+30  1010.69  1.8267e+10  -4.10999e+08  2.32639e+30  1010.69  2.9331e+11  2.79783e+10  6.55787e+31  67721.2
220  1.81448e+10  -4.12371e+08  2.32883e+30  1008.03  1.81448e+10  -4.12371e+08  2.32883e+30  1008.03  2.9122e+11  2.80659e+10  6.59716e+31  67560.3
221  1.80233e+10  -4.13768e+08  2.33115e+30  1005.27  1.80233e+10  -4.13768e+08  2.33115e+30  1005.27  2.89141e+11  2.81533e+10  6.63637e+31  67399.6
222  1.79023e+10  -4.15212e+08  2.33334e+30  1002.58  1.79023e+10  -4.15212e+08  2.33334e+30  1002.58  2.87073e+11  2.82405e+10  6.67549e+31  67239.1
223  1.7782e+10  -4.16711e+08  2.33537e+30  999.986  1.7782e+10  -4.16711e+08  2.33537e+30  999.986  2.85016e+11  2.83275e+10  6.71453e+31  67078.9
224  1.76623e+10  -4.18252e+08  2.33721e+30  997.48  1.76623e+10  -4.18252e+08  2.33721e+30  997.48  2.8297e+11  2.84144e+10  6.75349e+31  66918.9
225  1.75431e+10  -4.19631e+08  2.33894e+30  994.868  1.75431e+10  -4.19631e+08  2.33894e+30  994.868  2.80935e+11  2.85012e+10  6.79237e+31  66759.1
226  1.74245e+10  -4.21059e+08  2.34053e+30  992.159  1.74245e+10  -4.21059e+08  2.34053e+30  992.159  2.78911e+11  2.85878e+10  6.83116e+31  66599.5
227  1.73065e+10  -4.22523e+08  2.34197e+30  989.529  1.73065e+10  -4.22523e+08  2.34197e+30  989.529  2.76898e+11  2.86742e+10  6.86988e+31  66440.1
228  1.71891e+10  -4.24048e+08  2.34323e+30  986.988  1.71891e+10  -4.24048e+08  2.34323e+30  986.988  2.74895e+11  2.87605e+10  6.90851e+31  66280.9
229  1.70722e+10  -4.2543e+08  2.34436e+30  984.366  1.70722e+10  -4.2543e+08  2.34436e+30  984.366  2.72903e+11  2.88467e+10  6.94707e+31  66121.9
230  1.6956e+10  -4.26841e+08  2.34537e+30  981.64  1.6956e+10  -4.26841e+08  2.34537e+30  981.64  2.70922e+11  2.89328e+10  6.98555e+31  65963.2
231  1.68402e+10  -4.28307e+08  2.34624e+30  978.992  1.68402e+10  -4.28307e+08  2.34624e+30  978.992  2.68951e+11  2.90187e+10  7.02395e+31  65804.6
232  1.67251e+10  -4.29834e+08  2.34693e+30  976.449  1.67251e+10  -4.29834e+08  2.34693e+30  976.449  2.6699e+11  2.91045e+10  7.06228e+31  65646.2
233  1.66105e+10  -4.31203e+08  2.3475e+30  973.811  1.66105e+10  -4.31203e+08  2.3475e+30  973.811  2.6504e+11  2.91901e+10  7.10054e+31  65488
234  1.64965e+10  -4.3262e+08  2.34796e+30  971.072  1.64965e+10  -4.3262e+08  2.34796e+30  971.072  2.631e+11  2.92757e+10  7.13873e+31  65330.1
235  1.6383e+10  -4.34092e+08  2.34828e+30  968.427  1.6383e+10  -4.34092e+08  2.34828e+30  968.427  2.6117e+11  2.93611e+10  7.17684e+31  65172.3
236  1.627e+10  -4.35606e+08  2.34843e+30  965.871  1.627e+10  -4.35606e+08  2.34843e+30  965.871  2.5925e+11  2.94464e+10  7.21489e+31  65014.6
237  1.61576e+10  -4.36984e+08  2.34846e+30  963.221  1.61576e+10  -4.36984e+08  2.34846e+30  963.221  2.5734e+11  2.95316e+10  7.25287e+31  64857.2
238  1.60458e+10  -4.38411e+08  2.3484e+30  960.489  1.60458e+10  -4.38411e+08  2.3484e+30  960.489  2.5544e+11  2.96167e+10  7.29079e+31  64700
239  1.59344e+10  -4.39873e+08  2.34822e+30  957.835  1.59344e+10  -4.39873e+08  2.34822e+30  957.835  2.53551e+11  2.97017e+10  7.32863e+31  64542.9
240  1.58236e+10  -4.41396e+08  2.34787e+30  955.268  1.58236e+10  -4.41396e+08  2.34787e+30  955.268  2.5167e+11  2.97866e+10  7.36642e+31  64386
241  1.57134e+10  -4.42771e+08  2.34734e+30  952.625  1.57134e+10  -4.42771e+08  2.34734e+30  952.625  2.498e+11  2.98714e+10  7.40412e+31  64229.3
242  1.56036e+10  -4.44193e+08  2.3467e+30  949.899  1.56036e+10  -4.44193e+08  2.3467e+30  949.899  2.47939e+11  2.99561e+10  7.44173e+31  64072.7
243  1.54944e+10  -4.45671e+08  2.34593e+30  947.267  1.54944e+10  -4.45671e+08  2.34593e+30  947.267  2.46088e+11  3.00408e+10  7.47925e+31  63916.3
244  1.53857e+10  -4.47194e+08  2.34499e+30  944.723  1.53857e+10  -4.47194e+08  2.34499e+30  944.723  2.44247e+11  3.01253e+10  7.51667e+31  63760.1
245  1.52775e+10  -4.48581e+08  2.34392e+30  942.09  1.52775e+10  -4.48581e+08  2.34392e+30  942.09  2.42415e+11  3.02098e+10  7.554e+31  63604
246  1.51698e+10  -4.50017e+08  2.34274e+30  939.377  1.51698e+10  -4.50017e+08  2.34274e+30  939.377  2.40593e+11  3.02941e+10  7.59125e+31  63448.1
247  1.50626e+10  -4.51468e+08  2.34149e+30  936.727  1.50626e+10  -4.51468e+08  2.34149e+30  936.727  2.3878e+11  3.03784e+10  7.6284e+31  63292.4
248  1.4956e+10  -4.52975e+08  2.3402e+30  934.149  1.4956e+10  -4.52975e+08  2.3402e+30  934.149  2.36976e+11  3.04627e+10  7.66546e+31  63136.8
249  1.48498e+10  -4.54353e+08  2.33872e+30  931.499  1.48498e+10  -4.54353e+08  2.33872e+30  931.499  2.35181e+11  3.05468e+10  7.70242e+31  62981.3
250  1.47441e+10  -4.55728e+08  2.33708e+30  928.738  1.47441e+10  -4.55728e+08  2.33708e+30  928.738  2.33396e+11  3.06309e+10  7.73926e+31  62826
251  1.4639e+10  -4.5716e+08  2.33531e+30  926.039  1.4639e+10  -4.5716e+08  2.33531e+30  926.039  2.3162e+11  3.07149e+10  7.77599e+31  62670.9
252  1.45343e+10  -4.58654e+08  2.33337e+30  923.45  1.45343e+10  -4.58654e+08  2.33337e+30  923.45  2.29853e+11  3.07988e+10  7.81261e+31  62515.9
253  1.44301e+10  -4.59995e+08  2.33132e+30  920.776  1.44301e+10  -4.59995e+08  2.33132e+30  920.776  2.28095e+11  3.08826e+10  7.84912e+31  62361.1
254  1.43265e+10  -4.61388e+08  2.32917e+30  918.01  1.43265e+10  -4.61388e+08  2.32917e+30  918.01  2.26346e+11  3.09664e+10  7.88552e+31  62206.4
255  1.42233e+10  -4.6282e+08  2.32688e+30  915.328  1.42233e+10  -4.6282e+08  2.32688e+30  915.328  2.24606e+11  3.10502e+10  7.92182e+31  62051.9
256  1.41206e+10  -4.64316e+08  2.32442e+30  912.742  1.41206e+10  -4.64316e+08  2.32442e+30  912.742  2.22875e+11  3.11338e+10  7.95801e+31  61897.5
257  1.40184e+10  -4.65687e+08  2.32184e+30  910.091  1.40184e+10  -4.65687e+08  2.32184e+30  910.091  2.21153e+11  3.12175e+10  7.99409e+31  61743.2
258  1.39167e+10  -4.67094e+08  2.31914e+30  907.354  1.39167e+10  -4.67094e+08  2.31914e+30  907.354  2.19439e+11  3.1301e+10  8.03008e+31  61589.1
259  1.38155e+10  -4.68562e+08  2.31631e+30  904.704  1.38155e+10  -4.68562e+08  2.31631e+30  904.704  2.17735e+11  3.13845e+10  8.06595e+31  61435.1
260  1.37147e+10  -4.70099e+08  2.31331e+30  902.172  1.37147e+10  -4.70099e+08  2.31331e+30  902.172  2.16038e+11  3.1468e+10  8.10173e+31  61281.2
261  1.36144e+10  -4.7148e+08  2.31018e+30  899.555  1.36144e+10  -4.7148e+08  2.31018e+30  899.555  2.14351e+11  3.15514e+10  8.13741e+31  61127.5
262  1.35146e+10  -4.72918e+08  2.30694e+30  896.845  1.35146e+10  -4.72918e+08  2.30694e+30  896.845  2.12672e+11  3.16348e+10  8.17298e+31  60973.9
263  1.34152e+10  -4.74421e+08  2.30356e+30  894.243  1.34152e+10  -4.74421e+08  2.30356e+30  894.243  2.11002e+11  3.17182e+10  8.20846e+31  60820.4
264  1.33163e+10  -4.75783e+08  2.30003e+30  891.567  1.33163e+10  -4.75783e+08  2.30003e+30  891.567  2.0934e+11  3.18015e+10  8.24384e+31  60667.1
265  1.32178e+10  -4.77198e+08  2.29642e+30  888.808  1.32178e+10  -4.77198e+08  2.29642e+30  888.808  2.07686e+11  3.18848e+10  8.27912e+31  60513.8
266  1.31199e+10  -4.78654e+08  2.29268e+30  886.133  1.31199e+10  -4.78654e+08  2.29268e+30  886.133  2.06041e+11  3.1968e+10  8.31431e+31  60360.7
267  1.30223e+10  -4.80175e+08  2.28879e+30  883.553  1.30223e+10  -4.80175e+08  2.28879e+30  883.553  2.04405e+11  3.20512e+10  8.3494e+31  60207.7
268  1.29253e+10  -4.81572e+08  2.28477e+30  880.912  1.29253e+10  -4.81572e+08  2.28477e+30  880.912  2.02776e+11  3.21345e+10  8.3844e+31  60054.7
269  1.28286e+10  -4.83005e+08  2.28065e+30  878.187  1.28286e+10  -4.83005e+08  2.28065e+30  878.187  2.01156e+11  3.22177e+10  8.41931e+31  59901.9
270  1.27325e+10  -4.84499e+08  2.2764e+30  875.549  1.27325e+10  -4.84499e+08  2.2764e+30  875.549  1.99544e+11  3.23008e+10  8.45412e+31  59749.2
271  1.26367e+10  -4.86063e+08  2.27199e+30  873.027  1.26367e+10  -4.86063e+08  2.27199e+30  873.027  1.9794e+11  3.2384e+10  8.48885e+31  59596.6
272  1.25414e+10  -4.87479e+08  2.26745e+30  870.425  1.25414e+10  -4.87479e+08  2.26745e+30  870.425  1.96345e+11  3.24672e+10  8.52348e+31  59444.1
273  1.24466e+10  -4.88952e+08  2.26281e+30  867.736  1.24466e+10  -4.88952e+08  2.26281e+30  867.736  1.94757e+11  3.25503e+10  8.55802e+31  59291.7
274  1.23521e+10  -4.9049e+08  2.25802e+30  865.156  1.23521e+10  -4.9049e+08  2.25802e+30  865.156  1.93177e+11  3.26335e+10  8.59248e+31  59139.3
275  1.22582e+10  -4.92082e+08  2.25307e+30  862.68  1.22582e+10  -4.92082e+08  2.25307e+30  862.68  1.91606e+11  3.27166e+10  8.62685e+31  58987.1
276  1.21646e+10  -4.93537e+08  2.24799e+30  860.121  1.21646e+10  -4.93537e+08  2.24799e+30  860.121  1.90042e+11  3.27998e+10  8.66114e+31  58834.9
277  1.20714e+10  -4.95035e+08  2.2428e+30  857.472  1.20714e+10  -4.95035e+08  2.2428e+30  857.472  1.88487e+11  3.28829e+10  8.69534e+31  58682.9
278  1.19787e+10  -4.96601e+08  2.23746e+30  854.919  1.19787e+10  -4.96601e+08  2.23746e+30  854.919  1.86939e+11  3.29661e+10  8.72946e+31  58530.9
279  1.18864e+10  -4.98045e+08  2.23198e+30  852.309  1.18864e+10  -4.98045e+08  2.23198e+30  852.309  1.85399e+11  3.30493e+10  8.76349e+31  58379
280  1.17945e+10  -4.99528e+08  2.22641e+30  849.618  1.17945e+10  -4.99528e+08  2.22641e+30  849.618  1.83867e+11  3.31324e+10  8.79744e+31  58227.1
281  1.1703e+10  -5.01075e+08  2.22071e+30  847.016  1.1703e+10  -5.01075e+08  2.22071e+30  847.016  1.82342e+11  3.32157e+10  8.83132e+31  58075.4
282  1.1612e+10  -5.02696e+08  2.21484e+30  844.535  1.1612e+10  -5.02696e+08  2.21484e+30  844.535  1.80826e+11  3.32989e+10  8.86511e+31  57923.7
283  1.15213e+10  -5.0416e+08  2.20888e+30  841.968  1.15213e+10  -5.0416e+08  2.20888e+30  841.968  1.79317e+11  3.33821e+10  8.89883e+31  57772
284  1.14311e+10  -5.05684e+08  2.20287e+30  839.308  1.14311e+10  -5.05684e+08  2.20287e+30  839.308  1.77815e+11  3.34654e+10  8.93246e+31  57620.5
285  1.13413e+10  -5.07259e+08  2.19669e+30  836.744  1.13413e+10  -5.07259e+08  2.19669e+30  836.744  1.76321e+11  3.35487e+10  8.96602e+31  57469
286  1.12518e+10  -5.08711e+08  2.19036e+30  834.105  1.12518e+10  -5.08711e+08  2.19036e+30  834.105  1.74835e+11  3.36321e+10  8.99949e+31  57317.5
287  1.11628e+10  -5.10219e+08  2.18395e+30  831.399  1.11628e+10  -5.10219e+08  2.18395e+30  831.399  1.73357e+11  3.37154e+10  9.03289e+31  57166.1
288  1.10742e+10  -5.11775e+08  2.17742e+30  828.781  1.10742e+10  -5.11775e+08  2.17742e+30  828.781  1.71886e+11  3.37989e+10  9.0662e+31  57014.8
289  1.0986e+10  -5.13404e+08  2.17074e+30  826.266  1.0986e+10  -5.13404e+08  2.17074e+30  826.266  1.70422e+11  3.38823e+10  9.09943e+31  56863.6
290  1.08982e+10  -5.14887e+08  2.16395e+30  823.676  1.08982e+10  -5.14887e+08  2.16395e+30  823.676  1.68966e+11  3.39658e+10  9.13258e+31  56712.3
291  1.08108e+10  -5.16431e+08  2.15707e+30  821.003  1.08108e+10  -5.16431e+08  2.15707e+30  821.003  1.67517e+11  3.40493e+10  9.16566e+31  56561.2
292  1.07238e+10  -5.18047e+08  2.15006e+30  818.443  1.07238e+10  -5.18047e+08  2.15006e+30  818.443  1.66076e+11  3.41329e+10  9.19865e+31  56410.1
293  1.06372e+10  -5.195e+08  2.14308e+30  815.771  1.06372e+10  -5.195e+08  2.14308e+30  815.771  1.64642e+11  3.42166e+10  9.23158e+31  56259
294  1.0551e+10  -5.2101e+08  2.13602e+30  812.979  1.0551e+10  -5.2101e+08  2.13602e+30  812.979  1.63215e+11  3.43003e+10  9.2644e+31  56108
295  1.04652e+10  -5.2259e+08  2.12879e+30  810.295  1.04652e+10  -5.2259e+08  2.12879e+30  810.295  1.61796e+11  3.4384e+10  9.29713e+31  55957
296  1.03798e+10  -5.24215e+08  2.12142e+30  807.7  1.03798e+10  -5.24215e+08  2.12142e+30  807.7  1.60384e+11  3.44678e+10  9.32975e+31  55806.1
297  1.02948e+10  -5.25712e+08  2.11397e+30  805.008  1.02948e+10  -5.25712e+08  2.11397e+30  805.008  1.58979e+11  3.45517e+10  9.36227e+31  55655.3
298  1.02101e+10  -5.27255e+08  2.10644e+30  802.226  1.02101e+10  -5.27255e+08  2.10644e+30  802.226  1.57581e+11  3.46356e+10  9.3947e+31  55504.5
299  1.01259e+10  -5.2887e+08  2.0988e+30  799.539  1.01259e+10  -5.2887e+08  2.0988e+30  799.539  1.56191e+11  3.47195e+10  9.42699e+31  55353.9
300  1.00422e+10  -5.30367e+08  2.09106e+30  796.793  1.00422e+10  -5.30367e+08  2.09106e+30  796.793  1.5481e+11  3.48034e+10  9.45919e+31  55203.4
301  9.95878e+09  -5.31906e+08  2.08326e+30  793.961  9.95878e+09  -5.31906e+08  2.08326e+30  793.961  1.53435e+11  3.48874e+10  9.49128e+31  55052.9
302  9.87579e+09  -5.33518e+08  2.07537e+30  791.219  9.87579e+09  -5.33518e+08  2.07537e+30  791.219  1.52067e+11  3.49715e+10  9.52328e+31  54902.5
303  9.79312e+09  -5.35002e+08  2.06738e+30  788.403  9.79312e+09  -5.35002e+08  2.06738e+30  788.403  1.50705e+11  3.50558e+10  9.55522e+31  54752.1
304  9.71081e+09  -5.36546e+08  2.05934e+30  785.506  9.71081e+09  -5.36546e+08  2.05934e+30  785.506  1.4935e+11  3.51401e+10  9.58706e+31  54601.6
305  9.62888e+09  -5.38161e+08  2.05123e+30  782.714  9.62888e+09  -5.38161e+08  2.05123e+30  782.714  1.48002e+11  3.52245e+10  9.6188e+31  54451.2
306  9.54733e+09  -5.39838e+08  2.04301e+30  780.022  9.54733e+09  -5.39838e+08  2.04301e+30  780.022  1.46661e+11  3.5309e+10  9.65045e+31  54300.8
307  9.46614e+09  -5.41386e+08  2.03472e+30  777.25  9.46614e+09  -5.41386e+08  2.03472e+30  777.25  1.45326e+11  3.53936e+10  9.682e+31  54150.5
308  9.38533e+09  -5.42985e+08  2.02638e+30  774.392  9.38533e+09  -5.42985e+08  2.02638e+30  774.392  1.43999e+11  3.54783e+10  9.71346e+31  54000.3
309  9.30489e+09  -5.44663e+08  2.01794e+30  771.634  9.30489e+09  -5.44663e+08  2.01794e+30  771.634  1.42678e+11  3.55631e+10  9.74482e+31  53850
310  9.22481e+09  -5.46212e+08  2.00946e+30  768.812  9.22481e+09  -5.46212e+08  2.00946e+30  768.812  1.41365e+11  3.56479e+10  9.77609e+31  53699.9
311  9.14512e+09  -5.4781e+08  2.00094e+30  765.902  9.14512e+09  -5.4781e+08  2.00094e+30  765.902  1.40058e+11  3.57329e+10  9.80726e+31  53549.8
312  9.06579e+09  -5.49488e+08  1.99234e+30  763.089  9.06579e+09  -5.49488e+08  1.99234e+30  763.089  1.38757e+11  3.5818e+10  9.83834e+31  53399.7
313  8.98682e+09  -5.51031e+08  1.98367e+30  760.206  8.98682e+09  -5.51031e+08  1.98367e+30  760.206  1.37464e+11  3.59032e+10  9.86932e+31  53249.6
314  8.90823e+09  -5.52641e+08  1.97498e+30  757.245  8.90823e+09  -5.52641e+08  1.97498e+30  757.245  1.36178e+11  3.59884e+10  9.90021e+31  53099.7
315  8.83001e+09  -5.54332e+08  1.96623e+30  754.397  8.83001e+09  -5.54332e+08  1.96623e+30  754.397  1.34898e+11  3.60738e+10  9.931e+31  52949.7
316  8.75215e+09  -5.55892e+08  1.95742e+30  751.483  8.75215e+09  -5.55892e+08  1.95742e+30  751.483  1.33624e+11  3.61594e+10  9.9617e+31  52799.8
317  8.67465e+09  -5.57521e+08  1.94859e+30  748.496  8.67465e+09  -5.57521e+08  1.94859e+30  748.496  1.32358e+11  3.6245e+10  9.99231e+31  52649.9
318  8.59753e+09  -5.5921e+08  1.93972e+30  745.603  8.59753e+09  -5.5921e+08  1.93972e+30  745.603  1.31098e+11  3.63308e+10  1.00228e+32  52500.1
319  8.52075e+09  -5.60989e+08  1.93076e+30  742.822  8.52075e+09  -5.60989e+08  1.93076e+30  742.822  1.29845e+11  3.64167e+10  1.00532e+32  52350.3
320  8.44432e+09  -5.62619e+08  1.92176e+30  739.967  8.44432e+09  -5.62619e+08  1.92176e+30  739.967  1.28598e+11  3.65027e+10  1.00836e+32  52200.6
321  8.36824e+09  -5.64328e+08  1.91273e+30  737.03  8.36824e+09  -5.64328e+08  1.91273e+30  737.03  1.27358e+11  3.65888e+10  1.01138e+32  52050.8
322  8.29252e+09  -5.66128e+08  1.90362e+30  734.222  8.29252e+09  -5.66128e+08  1.90362e+30  734.222  1.26125e+11  3.66751e+10  1.0144e+32  51901.2
323  8.21714e+09  -5.67782e+08  1.89448e+30  731.341  8.21714e+09  -5.67782e+08  1.89448e+30  731.341  1.24898e+11  3.67616e+10  1.01741e+32  51751.5
324  8.14211e+09  -5.69515e+08  1.88531e+30  728.383  8.14211e+09  -5.69515e+08  1.88531e+30  728.383  1.23677e+11  3.68481e+10  1.0204e+32  51601.9
325  8.06743e+09  -5.71324e+08  1.87607e+30  725.538  8.06743e+09  -5.71324e+08  1.87607e+30  725.538  1.22463e+11  3.69349e+10  1.02339e+32  51452.3
326  7.99309e+09  -5.73003e+08  1.86681e+30  722.623  7.99309e+09  -5.73003e+08  1.86681e+30  722.623  1.21255e+11  3.70218e+10  1.02638e+32  51302.8
327  7.9191e+09  -5.74766e+08  1.85753e+30  719.647  7.9191e+09  -5.74766e+08  1.85753e+30  719.647  1.20054e+11  3.71088e+10  1.02935e+32  51153.2
328  7.84545e+09  -5.76604e+08  1.84819e+30  716.786  7.84545e+09  -5.76604e+08  1.84819e+30  716.786  1.1886e+11  3.7196e+10  1.03231e+32  51003.7
329  7.77214e+09  -5.78315e+08  1.83883e+30  713.855  7.77214e+09  -5.78315e+08  1.83883e+30  713.855  1.17671e+11  3.72834e+10  1.03527e+32  50854.3
330  7.69917e+09  -5.80091e+08  1.82945e+30  710.849  7.69917e+09  -5.80091e+08  1.82945e+30  710.849  1.1649e+11  3.73709e+10  1.03822e+32  50704.8
331  7.62654e+09  -5.81965e+08  1.82002e+30  707.961  7.62654e+09  -5.81965e+08  1.82002e+30  707.961  1.15314e+11  3.74586e+10  1.04116e+32  50555.4
332  7.55424e+09  -5.83692e+08  1.81058e+30  705.008  7.55424e+09  -5.83692e+08  1.81058e+30  705.008  1.14145e+11  3.75465e+10  1.04409e+32  50406
333  7.48229e+09  -5.85505e+08  1.80113e+30  701.985  7.48229e+09  -5.85505e+08  1.80113e+30  701.985  1.12982e+11  3.76346e+10  1.04702e+32  50256.6
334  7.41067e+09  -5.87419e+08  1.79161e+30  699.099  7.41067e+09  -5.87419e+08  1.79161e+30  699.099  1.11825e+11  3.77229e+10  1.04994e+32  50107.3
335  7.33938e+09  -5.89174e+08  1.78207e+30  696.17  7.33938e+09  -5.89174e+08  1.78207e+30  696.17  1.10675e+11  3.78113e+10  1.05285e+32  49957.9
336  7.26842e+09  -5.91018e+08  1.77251e+30  693.196  7.26842e+09  -5.91018e+08  1.77251e+30  693.196  1.09531e+11  3.79e+10  1.05575e+32  49808.6
337  7.1978e+09  -5.92734e+08  1.76294e+30  690.172  7.1978e+09  -5.92734e+08  1.76294e+30  690.172  1.08393e+11  3.79888e+10  1.05864e+32  49659.3
338  7.12753e+09  -5.94528e+08  1.7534e+30  687.091  7.12753e+09  -5.94528e+08  1.7534e+30  687.091  1.07262e+11  3.80779e+10  1.06152e+32  49510
339  7.0576e+09  -5.96395e+08  1.74384e+30  684.126  7.0576e+09  -5.96395e+08  1.74384e+30  684.126  1.06136e+11  3.81671e+10  1.06439e+32  49360.7
340  6.98799e+09  -5.9815e+08  1.73427e+30  681.111  6.98799e+09  -5.9815e+08  1.73427e+30  681.111  1.05017e+11  3.82566e+10  1.06726e+32  49211.3
341  6.91873e+09  -5.99988e+08  1.72472e+30  678.058  6.91873e+09  -5.99988e+08  1.72472e+30  678.058  1.03904e+11  3.83463e+10  1.07012e+32  49062
342  6.8498e+09  -6.01903e+08  1.71515e+30  675.126  6.8498e+09  -6.01903e+08  1.71515e+30  675.126  1.02798e+11  3.84362e+10  1.07297e+32  48912.7
343  6.78119e+09  -6.03691e+08  1.70557e+30  672.184  6.78119e+09  -6.03691e+08  1.70557e+30  672.184  1.01697e+11  3.85263e+10  1.07581e+32  48763.3
344  6.71293e+09  -6.05545e+08  1.69592e+30  669.231  6.71293e+09  -6.05545e+08  1.69592e+30  669.231  1.00602e+11  3.86167e+10  1.07864e+32  48614
345  6.64499e+09  -6.07502e+08  1.68612e+30  666.403  6.64499e+09  -6.07502e+08  1.68612e+30  666.403  9.95139e+10  3.87073e+10  1.08147e+32  48464.6
346  6.57738e+09  -6.09298e+08  1.67623e+30  663.588  6.57738e+09  -6.09298e+08  1.67623e+30  663.588  9.84316e+10  3.87981e+10  1.08428e+32  48315.2
347  6.5101e+09  -6.11188e+08  1.66629e+30  660.778  6.5101e+09  -6.11188e+08  1.66629e+30  660.778  9.73553e+10  3.88892e+10  1.08708e+32  48165.7
348  6.44315e+09  -6.13169e+08  1.65624e+30  658.087  6.44315e+09  -6.13169e+08  1.65624e+30  658.087  9.62851e+10  3.89805e+10  1.08988e+32  48016.2
349  6.37652e+09  -6.15023e+08  1.64614e+30  655.328  6.37652e+09  -6.15023e+08  1.64614e+30  655.328  9.5221e+10  3.9072e+10  1.09267e+32  47866.6
350  6.31023e+09  -6.16961e+08  1.63597e+30  652.499  6.31023e+09  -6.16961e+08  1.63597e+30  652.499  9.41628e+10  3.91638e+10  1.09545e+32  47717
351  6.24756e+09  -6.18604e+08  1.62677e+30  649.753  6.24756e+09  -6.18604e+08  1.62677e+30  649.753  9.31634e+10  3.92466e+10  1.09794e+32  47574.8
352  6.18847e+09  -6.2032e+08  1.61756e+30  647.1  6.18847e+09  -6.2032e+08  1.61756e+30  647.1  9.22216e+10  3.93297e+10  1.10043e+32  47440.1
353  6.12964e+09  -6.22105e+08  1.6083e+30  644.536  6.12964e+09  -6.22105e+08  1.6083e+30  644.536  9.12846e+10  3.94129e+10  1.10291e+32  47305.3
354  6.07107e+09  -6.23778e+08  1.599e+30  641.919  6.07107e+09  -6.23778e+08  1.599e+30  641.919  9.03525e+10  3.94964e+10  1.10539e+32  47170.5
355  6.01278e+09  -6.25509e+08  1.58968e+30  639.248  6.01278e+09  -6.25509e+08  1.58968e+30  639.248  8.94251e+10  3.95801e+10  1.10785e+32  47035.6
356  5.92573e+09  -6.29251e+08  1.5708e+30  635.428  5.92573e+09  -6.29251e+08  1.5708e+30  635.428  8.80414e+10  3.97482e+10  1.11277e+32  46833
357  5.83943e+09  -6.31017e+08  1.56129e+30  631.613  5.83943e+09  -6.31017e+08  1.56129e+30  631.613  8.6672e+10  3.98326e+10  1.11522e+32  46630.8
358  5.78217e+09  -6.32875e+08  1.55173e+30  629.043  5.78217e+09  -6.32875e+08  1.55173e+30  629.043  8.57638e+10  3.99172e+10  1.11766e+32  46495.7
359  5.69665e+09  -6.36411e+08  1.53249e+30  625.137  5.69665e+09  -6.36411e+08  1.53249e+30  625.137  8.44088e+10  4.00873e+10  1.12252e+32  46292.8
360  5.61192e+09  -6.38303e+08  1.5228e+30  621.219  5.61192e+09  -6.38303e+08  1.5228e+30  621.219  8.3068e+10  4.01727e+10  1.12494e+32  46090.2
361  5.55565e+09  -6.4008e+08  1.51307e+30  618.572  5.55565e+09  -6.4008e+08  1.51307e+30  618.572  8.21783e+10  4.02584e+10  1.12736e+32  45954.9
362  5.47159e+09  -6.43877e+08  1.49353e+30  614.551  5.47159e+09  -6.43877e+08  1.49353e+30  614.551  8.08502e+10  4.04307e+10  1.13217e+32  45751.4
363  5.38829e+09  -6.45707e+08  1.48372e+30  610.534  5.38829e+09  -6.45707e+08  1.48372e+30  610.534  7.95363e+10  4.05173e+10  1.13457e+32  45548.3
364  5.33306e+09  -6.47612e+08  1.47391e+30  607.828  5.33306e+09  -6.47612e+08  1.47391e+30  607.828  7.86655e+10  4.0604e+10  1.13695e+32  45412.7
365  5.25063e+09  -6.51297e+08  1.45423e+30  603.73  5.25063e+09  -6.51297e+08  1.45423e+30  603.73  7.73672e+10  4.07783e+10  1.14171e+32  45209.1
366  5.14176e+09  -6.54941e+08  1.43455e+30  598.034  5.14176e+09  -6.54941e+08  1.43455e+30  598.034  7.56549e+10  4.09538e+10  1.14644e+32  44937.8
367  5.06089e+09  -6.56876e+08  1.4247e+30  593.887  5.06089e+09  -6.56876e+08  1.4247e+30  593.887  7.43847e+10  4.1042e+10  1.1488e+32  44734.4
368  4.98041e+09  -6.60641e+08  1.40482e+30  589.813  4.98041e+09  -6.60641e+08  1.40482e+30  589.813  7.31214e+10  4.12194e+10  1.15348e+32  44530.3
369  4.87942e+09  -6.64338e+08  1.38687e+30  584.844  4.87942e+09  -6.64338e+08  1.38687e+30  584.844  7.15386e+10  4.13801e+10  1.15768e+32  44271.8
370  4.78453e+09  -6.6792e+08  1.3688e+30  580.389  4.78453e+09  -6.6792e+08  1.3688e+30  580.389  7.00539e+10  4.15419e+10  1.16185e+32  44026.5
371  4.69045e+09  -6.71424e+08  1.35067e+30  575.797  4.69045e+09  -6.71424e+08  1.35067e+30  575.797  6.85841e+10  4.17049e+10  1.16599e+32  43780.7
372  4.59721e+09  -6.75263e+08  1.33243e+30  571.314  4.59721e+09  -6.75263e+08  1.33243e+30  571.314  6.71292e+10  4.18689e+10  1.17011e+32  43534.4
373  4.5279e+09  -6.77102e+08  1.3233e+30  567.981  4.5279e+09  -6.77102e+08  1.3233e+30  567.981  6.60496e+10  4.19513e+10  1.17216e+32  43349.8
