MassCellNumber	 dP	 dr	 dL	 dT	 dPrescaled	 drrescaled	 dLrescaled	 dTrescaled	 P	 r	 L	 T
173  2.17942e+12  -1.66089e+11  1.33653e+36  348816  4.9428e+10  -1.506e+10  1.82862e+34  33876  8.238e+11  2.51e+11  3.65723e+34  564600
174  2.09983e+12  -1.67924e+11  1.35172e+36  344091  4.764e+10  -1.518e+10  1.84802e+34  33378  7.94e+11  2.53e+11  3.69604e+34  556300
175  2.02165e+12  -1.68936e+11  1.3668e+36  336454  4.5888e+10  -1.536e+10  1.86713e+34  32886  7.648e+11  2.56e+11  3.73427e+34  548100
176  1.94519e+12  -1.70895e+11  1.38186e+36  330139  4.4178e+10  -1.548e+10  1.88596e+34  32388  7.363e+11  2.58e+11  3.77192e+34  539800
177  1.87005e+12  -1.72033e+11  1.39658e+36  324912  4.2498e+10  -1.56e+10  1.90452e+34  31890  7.083e+11  2.6e+11  3.80904e+34  531500
178  1.79651e+12  -1.74073e+11  1.41103e+36  320619  4.0848e+10  -1.572e+10  1.92277e+34  31392  6.808e+11  2.62e+11  3.84553e+34  523200
179  1.72787e+12  -1.74834e+11  1.42375e+36  316493  3.9318e+10  -1.584e+10  1.93886e+34  30912  6.553e+11  2.64e+11  3.87772e+34  515200
180  1.66418e+12  -1.76495e+11  1.43616e+36  312668  3.789e+10  -1.602e+10  1.95483e+34  30456  6.315e+11  2.67e+11  3.90967e+34  507600
181  1.60148e+12  -1.78177e+11  1.44836e+36  307976  3.6492e+10  -1.614e+10  1.97063e+34  30006  6.082e+11  2.69e+11  3.94125e+34  500100
182  1.53997e+12  -1.79089e+11  1.46048e+36  302468  3.5118e+10  -1.626e+10  1.98603e+34  29544  5.853e+11  2.71e+11  3.97205e+34  492400
183  1.47977e+12  -1.80894e+11  1.47226e+36  297750  3.3768e+10  -1.638e+10  2.00123e+34  29088  5.628e+11  2.73e+11  4.00246e+34  484800
184  1.42061e+12  -1.81916e+11  1.4839e+36  292182  3.2442e+10  -1.65e+10  2.01625e+34  28626  5.407e+11  2.75e+11  4.03249e+34  477100
185  1.36547e+12  -1.83395e+11  1.49417e+36  288218  3.1212e+10  -1.662e+10  2.02953e+34  28182  5.202e+11  2.77e+11  4.05905e+34  469700
186  1.31413e+12  -1.84906e+11  1.5044e+36  283121  3.006e+10  -1.674e+10  2.04262e+34  27762  5.01e+11  2.79e+11  4.08524e+34  462700
187  1.26366e+12  -1.85684e+11  1.51446e+36  277325  2.8932e+10  -1.686e+10  2.05552e+34  27342  4.822e+11  2.81e+11  4.11103e+34  455700
188  1.2141e+12  -1.87268e+11  1.52443e+36  272087  2.7822e+10  -1.698e+10  2.06822e+34  26916  4.637e+11  2.83e+11  4.13644e+34  448600
189  1.16543e+12  -1.88144e+11  1.53426e+36  267270  2.673e+10  -1.71e+10  2.08054e+34  26490  4.455e+11  2.85e+11  4.16108e+34  441500
190  1.11767e+12  -1.89847e+11  1.54387e+36  262816  2.5662e+10  -1.722e+10  2.09286e+34  26064  4.277e+11  2.87e+11  4.18572e+34  434400
191  1.0731e+12  -1.91216e+11  1.55248e+36  257429  2.466e+10  -1.734e+10  2.10383e+34  25650  4.11e+11  2.89e+11  4.20766e+34  427500
192  1.03145e+12  -1.91886e+11  1.5609e+36  253283  2.373e+10  -1.746e+10  2.11442e+34  25260  3.955e+11  2.91e+11  4.22884e+34  421000
193  9.90629e+11  -1.93358e+11  1.56921e+36  248465  2.2818e+10  -1.758e+10  2.12501e+34  24864  3.803e+11  2.93e+11  4.25001e+34  414400
194  9.50476e+11  -1.949e+11  1.57738e+36  243881  2.1918e+10  -1.77e+10  2.1354e+34  24468  3.653e+11  2.95e+11  4.27081e+34  407800
195  9.10957e+11  -1.95717e+11  1.58534e+36  240356  2.1036e+10  -1.776e+10  2.1456e+34  24072  3.506e+11  2.96e+11  4.29121e+34  401200
196  8.74032e+11  -1.96933e+11  1.59247e+36  236033  2.0208e+10  -1.788e+10  2.15465e+34  23688  3.368e+11  2.98e+11  4.3093e+34  394800
197  8.39656e+11  -1.9822e+11  1.59942e+36  231904  1.9434e+10  -1.8e+10  2.16351e+34  23322  3.239e+11  3e+11  4.32702e+34  388700
198  8.05842e+11  -1.99533e+11  1.60626e+36  227900  1.8678e+10  -1.812e+10  2.17236e+34  22956  3.113e+11  3.02e+11  4.34472e+34  382600
199  7.7261e+11  -2.00198e+11  1.61307e+36  223194  1.7934e+10  -1.824e+10  2.18083e+34  22584  2.989e+11  3.04e+11  4.36167e+34  376400
200  7.39854e+11  -2.01645e+11  1.61974e+36  218272  1.7202e+10  -1.836e+10  2.1893e+34  22206  2.867e+11  3.06e+11  4.3786e+34  370100
201  7.09301e+11  -2.02775e+11  1.62565e+36  214456  1.6512e+10  -1.842e+10  2.19681e+34  21852  2.752e+11  3.07e+11  4.39362e+34  364200
202  6.80822e+11  -2.03941e+11  1.63144e+36  210090  1.5876e+10  -1.854e+10  2.20432e+34  21504  2.646e+11  3.09e+11  4.40864e+34  358400
203  6.52787e+11  -2.04468e+11  1.63717e+36  206404  1.5246e+10  -1.866e+10  2.21144e+34  21162  2.541e+11  3.11e+11  4.42288e+34  352700
204  6.25293e+11  -2.0577e+11  1.64279e+36  202521  1.4622e+10  -1.872e+10  2.21856e+34  20814  2.437e+11  3.12e+11  4.43713e+34  346900
205  5.98031e+11  -2.07126e+11  1.6483e+36  198396  1.4016e+10  -1.884e+10  2.22569e+34  20460  2.336e+11  3.14e+11  4.45137e+34  341000
206  5.72678e+11  -2.08181e+11  1.65321e+36  194438  1.344e+10  -1.896e+10  2.23184e+34  20124  2.24e+11  3.16e+11  4.46369e+34  335400
207  5.4907e+11  -2.09294e+11  1.65801e+36  191372  1.2912e+10  -1.902e+10  2.23801e+34  19800  2.152e+11  3.17e+11  4.47601e+34  330000
208  5.2576e+11  -2.09774e+11  1.66272e+36  187396  1.2384e+10  -1.914e+10  2.24397e+34  19476  2.064e+11  3.19e+11  4.48794e+34  324600
209  5.02815e+11  -2.11001e+11  1.66736e+36  183788  1.1868e+10  -1.926e+10  2.24994e+34  19146  1.978e+11  3.21e+11  4.49988e+34  319100
210  4.81431e+11  -2.11935e+11  1.67146e+36  180273  1.1382e+10  -1.932e+10  2.25513e+34  18828  1.897e+11  3.22e+11  4.51027e+34  313800
211  4.61371e+11  -2.1294e+11  1.6755e+36  176503  1.0932e+10  -1.944e+10  2.26033e+34  18528  1.822e+11  3.24e+11  4.52067e+34  308800
212  4.41604e+11  -2.13983e+11  1.67949e+36  173313  1.0488e+10  -1.956e+10  2.26534e+34  18222  1.748e+11  3.26e+11  4.53068e+34  303700
213  4.22132e+11  -2.15082e+11  1.68337e+36  169889  1.005e+10  -1.962e+10  2.27034e+34  17910  1.675e+11  3.27e+11  4.54069e+34  298500
214  4.03897e+11  -2.1591e+11  1.68682e+36  166077  9.636e+09  -1.974e+10  2.27477e+34  17616  1.606e+11  3.29e+11  4.54954e+34  293600
215  3.86842e+11  -2.16794e+11  1.69019e+36  162915  9.252e+09  -1.98e+10  2.2792e+34  17328  1.542e+11  3.3e+11  4.5584e+34  288800
216  3.70046e+11  -2.17742e+11  1.6935e+36  159387  8.874e+09  -1.992e+10  2.28344e+34  17046  1.479e+11  3.32e+11  4.56687e+34  284100
217  3.5349e+11  -2.18728e+11  1.69679e+36  155984  8.502e+09  -1.998e+10  2.28767e+34  16752  1.417e+11  3.33e+11  4.57534e+34  279200
218  3.37969e+11  -2.1945e+11  1.69967e+36  152942  8.148e+09  -2.01e+10  2.29133e+34  16470  1.358e+11  3.35e+11  4.58265e+34  274500
219  3.23477e+11  -2.20236e+11  1.70252e+36  149964  7.824e+09  -2.016e+10  2.29499e+34  16206  1.304e+11  3.36e+11  4.58997e+34  270100
220  3.0918e+11  -2.21053e+11  1.70529e+36  146731  7.5e+09  -2.028e+10  2.29845e+34  15936  1.25e+11  3.38e+11  4.5969e+34  265600
221  2.95096e+11  -2.21925e+11  1.70802e+36  143541  7.182e+09  -2.034e+10  2.3021e+34  15660  1.197e+11  3.39e+11  4.60421e+34  261000
222  2.8191e+11  -2.22572e+11  1.71044e+36  140361  6.882e+09  -2.046e+10  2.30518e+34  15396  1.147e+11  3.41e+11  4.61037e+34  256600
223  2.69582e+11  -2.23272e+11  1.71283e+36  137248  6.6e+09  -2.052e+10  2.30827e+34  15144  1.1e+11  3.42e+11  4.61653e+34  252400
224  2.57415e+11  -2.24006e+11  1.71516e+36  134400  6.324e+09  -2.058e+10  2.31135e+34  14886  1.054e+11  3.43e+11  4.6227e+34  248100
225  2.45439e+11  -2.2477e+11  1.71743e+36  131369  6.054e+09  -2.07e+10  2.31424e+34  14628  1.009e+11  3.45e+11  4.62847e+34  243800
226  2.34181e+11  -2.25932e+11  1.71943e+36  128442  5.799e+09  -2.076e+10  2.31693e+34  14376  9.665e+10  3.46e+11  4.63386e+34  239600
227  2.23636e+11  -2.26537e+11  1.72141e+36  125322  5.5602e+09  -2.082e+10  2.31943e+34  14136  9.267e+10  3.47e+11  4.63886e+34  235600
228  2.13248e+11  -2.27181e+11  1.72333e+36  123006  5.3238e+09  -2.094e+10  2.32193e+34  13890  8.873e+10  3.49e+11  4.64387e+34  231500
229  2.03485e+11  -2.27626e+11  1.72506e+36  118995  5.1024e+09  -2.1e+10  2.32425e+34  13656  8.504e+10  3.5e+11  4.64849e+34  227600
230  1.944e+11  -2.28718e+11  1.72673e+36  117128  4.8948e+09  -2.106e+10  2.32636e+34  13434  8.158e+10  3.51e+11  4.65273e+34  223900
231  1.85405e+11  -2.29209e+11  1.72836e+36  114686  4.6896e+09  -2.118e+10  2.32867e+34  13206  7.816e+10  3.53e+11  4.65734e+34  220100
232  1.76505e+11  -2.29759e+11  1.72993e+36  113412  4.4868e+09  -2.124e+10  2.33079e+34  12972  7.478e+10  3.54e+11  4.66158e+34  216200
233  1.68178e+11  -2.30097e+11  1.73133e+36  110487  4.2966e+09  -2.13e+10  2.33252e+34  12750  7.161e+10  3.55e+11  4.66504e+34  212500
234  1.60398e+11  -2.31103e+11  1.73271e+36  107606  4.119e+09  -2.136e+10  2.33445e+34  12540  6.865e+10  3.56e+11  4.66889e+34  209000
235  1.527e+11  -2.31544e+11  1.73405e+36  104161  3.9426e+09  -2.148e+10  2.33618e+34  12318  6.571e+10  3.58e+11  4.67236e+34  205300
236  1.45447e+11  -2.32398e+11  1.73525e+36  100831  3.777e+09  -2.154e+10  2.33791e+34  12108  6.295e+10  3.59e+11  4.67582e+34  201800
237  1.38654e+11  -2.32669e+11  1.73645e+36  97474  3.6222e+09  -2.16e+10  2.33945e+34  11910  6.037e+10  3.6e+11  4.6789e+34  198500
238  1.31978e+11  -2.32983e+11  1.73762e+36  95120.2  3.4686e+09  -2.166e+10  2.34099e+34  11706  5.781e+10  3.61e+11  4.68198e+34  195100
239  1.25386e+11  -2.3392e+11  1.73876e+36  92338.4  3.3174e+09  -2.172e+10  2.34253e+34  11496  5.529e+10  3.62e+11  4.68507e+34  191600
240  1.19191e+11  -2.34085e+11  1.73978e+36  89567.8  3.1746e+09  -2.184e+10  2.34388e+34  11298  5.291e+10  3.64e+11  4.68776e+34  188300
241  1.13699e+11  -2.34691e+11  1.74066e+36  87374.9  3.048e+09  -2.19e+10  2.34504e+34  11112  5.08e+10  3.65e+11  4.69007e+34  185200
242  1.08519e+11  -2.35299e+11  1.74154e+36  85180.9  2.9286e+09  -2.196e+10  2.34619e+34  10938  4.881e+10  3.66e+11  4.69238e+34  182300
243  1.03389e+11  -2.35358e+11  1.74238e+36  83670.2  2.811e+09  -2.202e+10  2.34754e+34  10758  4.685e+10  3.67e+11  4.69508e+34  179300
244  9.83065e+10  -2.36038e+11  1.74321e+36  80656.5  2.694e+09  -2.208e+10  2.3485e+34  10578  4.49e+10  3.68e+11  4.697e+34  176300
245  9.33062e+10  -2.36735e+11  1.74402e+36  78306.7  2.5788e+09  -2.214e+10  2.34966e+34  10398  4.298e+10  3.69e+11  4.69931e+34  173300
246  8.83418e+10  -2.3689e+11  1.74481e+36  76376.8  2.4642e+09  -2.22e+10  2.35081e+34  10206  4.107e+10  3.7e+11  4.70162e+34  170100
247  8.3711e+10  -2.37461e+11  1.74549e+36  74511.6  2.3568e+09  -2.226e+10  2.35177e+34  10026  3.928e+10  3.71e+11  4.70355e+34  167100
248  7.95646e+10  -2.37322e+11  1.7461e+36  72145.2  2.2608e+09  -2.232e+10  2.35254e+34  9864  3.768e+10  3.72e+11  4.70508e+34  164400
249  7.56801e+10  -2.37767e+11  1.74669e+36  69889.9  2.1708e+09  -2.238e+10  2.3535e+34  9702  3.618e+10  3.73e+11  4.70701e+34  161700
250  7.18354e+10  -2.38227e+11  1.74727e+36  68011.1  2.0814e+09  -2.244e+10  2.35428e+34  9540  3.469e+10  3.74e+11  4.70855e+34  159000
251  6.80393e+10  -2.38709e+11  1.74782e+36  65742.1  1.9932e+09  -2.25e+10  2.35505e+34  9378  3.322e+10  3.75e+11  4.71009e+34  156300
252  6.42811e+10  -2.38656e+11  1.74836e+36  63147.6  1.9056e+09  -2.256e+10  2.35601e+34  9210  3.176e+10  3.76e+11  4.71201e+34  153500
253  6.0733e+10  -2.39033e+11  1.74886e+36  60556.6  1.8234e+09  -2.262e+10  2.35659e+34  9048  3.039e+10  3.77e+11  4.71317e+34  150800
254  5.74221e+10  -2.3943e+11  1.74932e+36  58108.4  1.746e+09  -2.268e+10  2.35736e+34  8892  2.91e+10  3.78e+11  4.71471e+34  148200
255  5.41561e+10  -2.39849e+11  1.74979e+36  55894.4  1.6692e+09  -2.274e+10  2.35812e+34  8736  2.782e+10  3.79e+11  4.71625e+34  145600
256  5.10729e+10  -2.40132e+11  1.75019e+36  53667.9  1.5972e+09  -2.28e+10  2.3587e+34  8586  2.662e+10  3.8e+11  4.7174e+34  143100
257  4.81805e+10  -2.39858e+11  1.75058e+36  51501.9  1.5294e+09  -2.286e+10  2.35928e+34  8436  2.549e+10  3.81e+11  4.71856e+34  140600
258  4.53126e+10  -2.40162e+11  1.75097e+36  49520.5  1.4622e+09  -2.292e+10  2.35985e+34  8286  2.437e+10  3.82e+11  4.71971e+34  138100
259  4.2638e+10  -2.40336e+11  1.7513e+36  47140.9  1.3992e+09  -2.298e+10  2.36043e+34  8142  2.332e+10  3.83e+11  4.72087e+34  135700
260  4.01319e+10  -2.40534e+11  1.75163e+36  45222.1  1.3398e+09  -2.304e+10  2.36082e+34  7998  2.233e+10  3.84e+11  4.72164e+34  133300
261  3.76442e+10  -2.40749e+11  1.75194e+36  43026.6  1.281e+09  -2.31e+10  2.36139e+34  7860  2.135e+10  3.85e+11  4.72279e+34  131000
262  3.52885e+10  -2.40831e+11  1.75222e+36  40800.4  1.2252e+09  -2.316e+10  2.36178e+34  7722  2.042e+10  3.86e+11  4.72357e+34  128700
263  3.30893e+10  -2.40932e+11  1.7525e+36  38633  1.173e+09  -2.316e+10  2.36217e+34  7584  1.955e+10  3.86e+11  4.72434e+34  126400
264  3.09108e+10  -2.41034e+11  1.75276e+36  36547.7  1.1214e+09  -2.322e+10  2.36274e+34  7452  1.869e+10  3.87e+11  4.72549e+34  124200
265  2.88759e+10  -2.41031e+11  1.75299e+36  34486.9  1.0728e+09  -2.328e+10  2.36294e+34  7320  1.788e+10  3.88e+11  4.72587e+34  122000
266  2.6959e+10  -2.41039e+11  1.75321e+36  32445.6  1.0266e+09  -2.334e+10  2.36332e+34  7194  1.711e+10  3.89e+11  4.72664e+34  119900
267  2.50475e+10  -2.41058e+11  1.75343e+36  30404.8  9.81e+08  -2.34e+10  2.36371e+34  7062  1.635e+10  3.9e+11  4.72742e+34  117700
268  2.32573e+10  -2.4097e+11  1.75361e+36  28147  9.384e+08  -2.346e+10  2.36409e+34  6936  1.564e+10  3.91e+11  4.72819e+34  115600
269  2.15733e+10  -2.40893e+11  1.7538e+36  26152.9  8.982e+08  -2.346e+10  2.36447e+34  6816  1.497e+10  3.91e+11  4.72895e+34  113600
270  1.99058e+10  -2.40802e+11  1.75398e+36  24198.3  8.58e+08  -2.352e+10  2.36467e+34  6696  1.43e+10  3.92e+11  4.72934e+34  111600
271  1.83453e+10  -2.41141e+11  1.75413e+36  22245.2  8.202e+08  -2.358e+10  2.36505e+34  6576  1.367e+10  3.93e+11  4.73011e+34  109600
272  1.69463e+10  -2.40867e+11  1.75427e+36  20294.5  7.866e+08  -2.364e+10  2.36525e+34  6468  1.311e+10  3.94e+11  4.73049e+34  107800
273  1.56362e+10  -2.40603e+11  1.7544e+36  18363.4  7.548e+08  -2.364e+10  2.36544e+34  6360  1.258e+10  3.94e+11  4.73088e+34  106000
274  1.43367e+10  -2.4084e+11  1.75453e+36  16412.5  7.23e+08  -2.37e+10  2.36563e+34  6252  1.205e+10  3.95e+11  4.73126e+34  104200
275  1.30486e+10  -2.40562e+11  1.75465e+36  14413.8  6.918e+08  -2.376e+10  2.36602e+34  6144  1.153e+10  3.96e+11  4.73204e+34  102400
276  1.17734e+10  -2.40281e+11  1.75477e+36  12200.2  6.606e+08  -2.382e+10  2.36621e+34  6030  1.101e+10  3.97e+11  4.73242e+34  100500
277  1.05726e+10  -2.39918e+11  1.75487e+36  10120.1  6.318e+08  -2.382e+10  2.3664e+34  5922  1.053e+10  3.97e+11  4.7328e+34  98700
278  9.50738e+09  -2.39987e+11  1.75497e+36  8121.45  6.054e+08  -2.388e+10  2.3666e+34  5822.4  1.009e+10  3.98e+11  4.73319e+34  97040
279  8.49983e+09  -2.39541e+11  1.75505e+36  6112.27  5.8062e+08  -2.394e+10  2.36678e+34  5725.8  9.677e+09  3.99e+11  4.73357e+34  95430
280  7.50152e+09  -2.39584e+11  1.75514e+36  4015.65  5.5602e+08  -2.394e+10  2.36698e+34  4015.65  9.267e+09  3.99e+11  4.73396e+34  93800
281  6.51021e+09  -2.3911e+11  1.75523e+36  1811.37  5.3166e+08  -2.4e+10  2.36698e+34  1811.37  8.861e+09  4e+11  4.73396e+34  92130
282  5.53029e+09  -2.38628e+11  1.75531e+36  -512.306  5.0742e+08  -2.406e+10  2.36717e+34  -512.306  8.457e+09  4.01e+11  4.73434e+34  90430
283  4.61023e+09  -2.38568e+11  1.75538e+36  -2836.43  4.8456e+08  -2.406e+10  2.36736e+34  -2836.43  8.076e+09  4.01e+11  4.73473e+34  88770
284  3.78212e+09  -2.37961e+11  1.75544e+36  -5078.66  4.6404e+08  -2.412e+10  2.36756e+34  -5078.66  7.734e+09  4.02e+11  4.73511e+34  87250
285  3.01336e+09  -2.37822e+11  1.7555e+36  -7240.22  4.4478e+08  -2.418e+10  2.36756e+34  -5146.8  7.413e+09  4.03e+11  4.73511e+34  85780
286  2.24971e+09  -2.37179e+11  1.75556e+36  -9535.65  4.2564e+08  -2.418e+10  2.36775e+34  -5057.4  7.094e+09  4.03e+11  4.7355e+34  84290
287  1.49287e+09  -2.36997e+11  1.75562e+36  -11966.7  4.0656e+08  -2.424e+10  2.36794e+34  -4965.6  6.776e+09  4.04e+11  4.73588e+34  82760
288  7.81921e+08  -2.36273e+11  1.75567e+36  -14396.3  3.8856e+08  -2.424e+10  2.36794e+34  -4876.2  6.476e+09  4.04e+11  4.73588e+34  81270
289  1.52804e+08  -2.35994e+11  1.75571e+36  -16669.1  1.52804e+08  -2.43e+10  2.36813e+34  -4794.6  6.208e+09  4.05e+11  4.73627e+34  79910
290  -4.47012e+08  -2.35682e+11  1.75575e+36  -18970.8  -3.5724e+08  -2.436e+10  2.36813e+34  -4715.4  5.954e+09  4.06e+11  4.73627e+34  78590
291  -1.04144e+09  -2.34872e+11  1.75579e+36  -21403.2  -3.4218e+08  -2.436e+10  2.36833e+34  -4634.4  5.703e+09  4.06e+11  4.73665e+34  77240
292  -1.62907e+09  -2.34499e+11  1.75584e+36  -23989.7  -3.2712e+08  -2.442e+10  2.36833e+34  -4551.6  5.452e+09  4.07e+11  4.73665e+34  75860
293  -2.21342e+09  -2.33628e+11  1.75587e+36  -26733.6  -3.1218e+08  -2.442e+10  2.36852e+34  -4467.6  5.203e+09  4.07e+11  4.73704e+34  74460
294  -2.75285e+09  -2.33185e+11  1.75591e+36  -29507.5  -2.9808e+08  -2.448e+10  2.36852e+34  -4385.4  4.968e+09  4.08e+11  4.73704e+34  73090
295  -3.23571e+09  -2.32711e+11  1.75594e+36  -32109.6  -2.8542e+08  -2.448e+10  2.36852e+34  -4310.4  4.757e+09  4.08e+11  4.73704e+34  71840
296  -3.70003e+09  -2.31716e+11  1.75596e+36  -34732.9  -2.7354e+08  -2.454e+10  2.36871e+34  -4237.2  4.559e+09  4.09e+11  4.73742e+34  70620
297  -4.16e+09  -2.15616e+11  1.75596e+36  -37500  -2.6166e+08  -2.454e+10  2.36871e+34  -4162.8  4.361e+09  4.09e+11  4.73742e+34  69380
